"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"RNR","40.56","58.31","59.00","0.81","433,983","501,317","29.99%","20.37%","4.21B","72.14M","65.20M","0.84","1.50%","31-May-02","31.861","4.89","4.89","25.766","28.933","1.83","11.93","2.30","1.83B","430.49M","350.10M","21.04%","21.37%","31-Dec","30-Sep-06","3.68%","14.55%","1.547","0.183","2.09B","2.11M","3.10%","2.56M","5.5","212,600","58.82","60.00","2.01","1.55","17598944.00","0.46"
"RNS","none","26.53","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","100","26.53","26.69","0.60","1.55","0.00","-0.94"
"RNST","20.80","30.35","32.63","0.8","23,012.3","12,016.7","43.22%","33.60%","471.43M","15.53M","14.38M","0.64","2.10%","29-Aug-06","16.136","1.67","1.67","8.057","4.877","1.85","18.23","3.70","125.05M","N/A","26.39M","21.11%","43.73%","31-Dec","30-Sep-06","1.08%","10.82%","N/A","N/A","75.77M","664.75K","4.60%","702.31K","25.2","3,500","30.06","30.63","1.90","1.55","1170476.28","0.35"
"RNT","20.10","26.73","28.63","0.73","308,378","224,633","27.11%","17.49%","1.44B","54.04M","44.22M","0.06","0.20%","17-Aug-04","10.848","1.42","1.42","24.812","1.012","2.41","18.86","1.11","1.28B","229.38M","74.20M","5.81%","11.62%","31-Dec","30-Sep-06","10.96%","14.76%","5.21","0.197","54.68M","3.54M","8.40%","4.23M","10.1","220,900","26.63","28.78","8.07","1.55","5200839.00","6.53"
"RNVS","3.02","3.26","24.01","3.5","1,642,750","672,950","-78.95%","-88.57%","95.83M","29.40M","22.90M","N/A","N/A","N/A","3.345","-0.90","-0.90","0.375","3.563","0.97","N/A","8.72","10.92M","-17.63M","-26.11M","-239.06%","-282.83%","31-Dec","30-Sep-06","-10.03%","-24.75%","9.276","0.058","104.73M","5.61M","20.40%","5.42M","15.4","442,729","3.24","3.16","-2.47","1.55","1782800.28","-4.01"
"RNWK","7.20","11.35","11.99","1.02","1,912,760","1,172,700","34.61%","24.99%","1.83B","161.60M","106.86M","N/A","N/A","14-Feb-00","5.536","2.23","2.23","2.177","5.228","2.04","5.08","5.16","353.26M","-23.15M","401.55M","113.67%","-14.85%","31-Dec","30-Sep-06","-2.87%","62.67%","7.619","0.112","844.80M","12.25M","11.30%","12.93M","5.8","1,045,568","11.06","10.94","-1.08","1.55","27006142.10","-2.63"
"RNY","14.50","17.11","17.54","0.08","2,293.85","1,316.67","16.08%","6.46%","22.36M","1.31M","1.31M","0.88","5.10%","N/A","14.845","0.41","0.41","1.161","N/A","1.15","41.63","14.74","1.52M","N/A","537.34K","51.51%","84.27%","31-Oct","30-Apr-06","2.68%","2.65%","6.459","N/A","N/A","17.11K","N/A","12.50K","10.9","0","","","0.00","1.55","0.00","-1.55"
"ROAC","3.97","4.15","5.50","-0.3","6,107.69","10,400","2.46%","-7.16%","30.71M","7.40M","4.12M","N/A","N/A","N/A","4.655","-0.92","-0.92","11.209","0.429","0.89","N/A","0.37","82.94M","1.49M","-6.89M","-8.19%","-3.17%","31-Dec","30-Sep-06","-1.62%","-17.75%","1.556","0.977","3.17M","603","N/A","300","0.1","14,300","4.04","4.08","0.99","1.55","28280.00","-0.56"
"ROC","17.93","25.15","25.45","-0.35","198,995","188,900","37.44%","27.82%","1.86B","73.78M","25.00M","N/A","N/A","N/A","14.049","1.08","1.08","44.131","0.949","1.78","23.35","0.57","3.26B","589.00M","80.70M","2.48%","11.42%","Basic Materials","Synthetics","4.68%","8.34%","1.551","2.716","70.00M","2.32M","3.20%","2.39M","18.1","82,500","25.45","25.26","-0.75","1.55","9385960.00","-2.29"
"ROCK","20.77","21.50","32.72","1.37","182,638","154,617","-3.58%","-13.20%","641.54M","29.84M","24.41M","0.20","0.90%","01-Nov-04","18.386999","2.04","2.04","48.948","0.429","1.14","10.54","0.43","1.45B","171.98M","62.03M","4.21%","9.34%","31-Dec","30-Sep-06","8.21%","11.95%","2.855","0.656","12.80M","1.81M","7.20%","1.69M","11.3","96,823","21.79","23.51","7.89","1.55","3333325.25","6.35"
"ROCM","4.51","12.00","12.81","-0.6","26,655.4","58,533.3","162.64%","153.02%","132.89M","11.07M","6.35M","N/A","N/A","20-Nov-06","2.086","0.17","0.17","1.958","0.262","5.73","71.43","6.11","21.67M","2.63M","1.96M","9.04%","6.44%","30-Sep","30-Sep-06","3.00%","9.03%","2.582","0.402","2.91M","7.98K","0.10%","11.78K","3.3","32,944","11.45","12.05","5.24","1.55","193390.50","3.69"
"ROFO","1.55","1.60","4.20","-2.57","25,409.2","28,133.3","-46.78%","-56.40%","15.02M","9.39M","7.24M","N/A","N/A","N/A","1.573","-0.73","-0.73","11.826","N/A","1.00","N/A","0.13","110.75M","-769.00K","-6.59M","-6.20%","-3.00%","31-Dec","30-Sep-06","-3.79%","-36.64%","1.768","1.385","N/A","258.30K","3.00%","257.58K","12.8","71,459","1.75","2.49","42.29","1.55","36251.25","40.74"
"ROG","37.75","70.34","75.00","2.56","173,786","113,500","80.66%","71.04%","1.24B","17.63M","17.35M","N/A","N/A","30-May-00","19.466","2.54","2.54","25.898","4.393","3.56","27.67","2.84","429.85M","84.38M","44.03M","10.24%","13.03%","1-Jan","01-Oct-06","9.88%","14.35%","2.994","N/A","77.45M","882.15K","5.10%","911.99K","3.7","97,000","67.39","59.15","-12.23","1.55","14974058.00","-13.77"
"ROH","41.92","52.22","53.99","0.98","1,011,780","654,833","15.04%","5.42%","11.41B","218.43M","77.54M","1.32","2.60%","02-Sep-98","18.579","3.11","3.11","37.774","1.712","2.78","16.78","1.36","8.30B","1.63B","738.00M","8.31%","13.42%","31-Dec","30-Sep-06","7.62%","18.75%","1.678","0.497","374.00M","1.79M","1.20%","1.77M","2","451,300","52.00","51.12","-1.69","1.55","32593600.00","-3.24"
"ROHI","0.74","1.57","17.49","0","371,760","114,633","-90.60%","-100.22%","40.01M","25.48M","23.81M","N/A","N/A","N/A","2.051","-20.19","-20.19","20.101","0.506","0.72","N/A","0.07","511.45M","74.33M","-513.68M","-100.35%","2.16%","31-Dec","30-Sep-06","0.90%","-163.62%","1.85","6.648","12.89M","1.18M","4.60%","1.02M","5.7","97,788","1.60","2.24","40.00","1.55","232859.20","38.45"
"ROIA","none","6.63","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","15,649","6.42","6.75","5.14","1.55","145361.64","3.59"
"ROIAK","5.60","6.65","11.26","0.57","788,482","500,800","-39.31%","-48.93%","656.42M","98.71M","79.80M","N/A","N/A","N/A","10.584","0.29","0.29","3.76","0.171","0.63","23.17","1.78","370.88M","146.72M","28.15M","7.62%","33.21%","31-Dec","30-Sep-06","3.52%","2.69%","1.741","0.932","16.92M","4.50M","5.20%","4.97M","6.5","211,406","6.42","6.74","4.98","1.55","3628872.90","3.44"
"ROK","53.49","63.85","79.47","1.37","1,597,420","926,400","12.27%","2.65%","10.87B","170.17M","169.59M","1.16","1.80%","14-Apr-87","11.231","3.37","3.37","31.492","2.437","5.61","18.92","1.93","5.56B","1.08B","628.10M","10.92%","16.53%","30-Sep","30-Sep-06","12.45%","35.21%","1.692","0.505","414.70M","1.66M","1.00%","1.68M","1","587,500","64.07","61.08","-4.67","1.55","100737261.00","-6.21"
"ROL","18.76","21.96","22.70","0.52","102,508","87,316.7","5.48%","-4.14%","1.49B","67.78M","29.34M","0.25","1.20%","11-Mar-05","2.934","0.79","0.79","12.618","0.794","7.42","27.73","1.74","849.05M","115.00M","54.62M","6.43%","10.38%","31-Dec","30-Sep-06","12.12%","28.93%","0.77","0.004","53.79M","1.60M","5.00%","1.79M","12.1","38,900","21.72","22.11","1.80","1.55","3188496.00","0.25"
"ROLL","14.75","29.01","30.12","1.25","110,145","73,966.7","88.74%","79.12%","598.51M","20.63M","18.90M","N/A","N/A","N/A","7.226","1.15","1.15","15.781","0.384","4.06","25.23","2.07","291.62M","60.60M","23.46M","8.04%","17.36%","1-Apr","30-Sep-06","11.90%","22.90%","5.617","0.585","7.93M","829.41K","4.10%","854.62K","6.4","92,474","29.00","28.66","-1.17","1.55","2185585.00","-2.72"
"ROMA","12.92","16.00","16.50","0","31,632.3","41,850","N/A","none","523.70M","32.73M","N/A","N/A","N/A","N/A","7.13","0.14","0.14","0.843","2.02","2.24","111.11","18.99","27.58M","N/A","4.72M","17.11%","45.15%","Financial","Savings & Loans","N/A","N/A","N/A","N/A","66.10M","673.68K","2.20%","369.79K","11.7","7,648","15.76","16.56","5.08","1.55","557273.60","3.53"
"ROME","10.61","12.85","13.00","0.95","13,306.2","3,233.33","17.25%","7.63%","109.65M","8.53M","7.25M","0.30","2.30%","17-Jun-03","9.229","0.37","0.37","1.819","0.89","1.38","34.54","6.87","15.86M","N/A","3.31M","20.83%","45.12%","31-Dec","30-Sep-06","1.09%","3.81%","N/A","N/A","7.59M","35.19K","0.50%","34.97K","3","61,946","12.90","12.75","-1.16","1.55","621006.00","-2.71"
"RONC","1.07","1.95","6.01","1.77","5,644.62","2,166.67","31.59%","21.97%","8.92M","4.57M","2.55M","N/A","N/A","29-Mar-06","0.77","0.05","0.05","6.489","0.012","2.51","41.49","0.30","29.53M","1.98M","214.00K","0.73%","4.54%","31-Dec","30-Sep-06","6.27%","6.10%","1.002","1.482","54.00K","153","N/A","43","0","3,251","","","0.00","1.55","0.00","-1.55"
"ROP","38.32","50.16","51.75","0.59","419,529","317,100","26.29%","16.67%","4.37B","87.19M","85.14M","0.26","0.50%","29-Aug-05","16.306","2.06","2.06","18.832","0.469","3.05","24.33","2.66","1.63B","401.74M","187.00M","11.48%","19.60%","31-Dec","30-Sep-06","8.09%","14.27%","1.052","0.603","40.88M","2.21M","2.60%","2.40M","4.6","201,000","50.63","50.24","-0.77","1.55","36200450.00","-2.32"
"ROS","13.16","38.97","38.19","0.32","67,856.9","66,016.7","175.67%","166.05%","4.73B","121.45M","4.65M","N/A","N/A","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.12%","N/A","31-Dec","30-Sep-06","N/A","N/A","N/A","0.137","N/A","2.71M","N/A","2.62M","36.2","122,500","38.70","45.50","17.57","1.55","1141650.00","16.03"
"ROSE","15.61","19.20","23.00","0","181,842","226,283","N/A","none","972.42M","50.65M","47.68M","N/A","N/A","N/A","16.15","0.81","0.81","5.071","1.555","1.18","23.73","3.80","254.36M","177.77M","40.74M","16.02%","30.97%","31-Dec","30-Sep-06","4.44%","5.42%","1.754","0.295","78.74M","2.05M","4.10%","2.07M","13.2","186,762","18.64","18.67","0.16","1.55","3785280.72","-1.38"
"ROST","22.12","30.04","31.80","0.99","1,433,760","973,767","6.82%","-2.80%","4.20B","139.90M","136.67M","0.24","0.80%","19-Dec-03","6.138","1.53","1.53","38.177","0.907","4.80","19.60","0.77","5.37B","475.30M","219.51M","4.09%","6.60%","28-Jan","28-Oct-06","10.70%","26.43%","1.242","N/A","126.93M","6.66M","4.80%","6.31M","4.4","1,002,736","30.31","29.30","-3.33","1.55","36247668.38","-4.88"
"ROX","5.50","5.95","9.15","0","5,869.23","7,716.67","N/A","none","71.45M","12.01M","8.46M","N/A","N/A","N/A","2.52","-2.20","-2.20","3.072","1.125","2.38","N/A","3.16","22.77M","-13.78M","-16.34M","-67.56%","-68.07%","31-Mar","30-Sep-06","-16.96%","-73.48%","3.301","0.502","13.51M","37.34K","0.40%","23.14K","6.6","8,200","5.73","6.23","8.73","1.55","84804.00","7.18"
"ROY","2.91","4.90","5.00","0","28,663.1","33,900","59.16%","49.54%","281.10M","57.37M","45.34M","N/A","N/A","N/A","2.958","0.14","0.14","0.191","0.081","1.67","35.51","25.98","10.93M","9.28M","7.96M","72.83%","1.48%","31-Dec","30-Sep-06","1.26%","4.82%","0.137","0.136","4.65M","38.05K","N/A","0","0.6","13,300","4.97","5.09","2.41","1.55","92442.00","0.87"
"ROYL","3.76","4.30","8.10","2.01","18,223.1","15,550","-38.74%","-48.36%","34.04M","7.92M","4.76M","N/A","N/A","29-May-02","2.269","0.10","0.10","3.057","0.654","1.80","44.33","1.33","24.20M","7.24M","770.99K","3.19%","9.02%","31-Dec","30-Sep-06","3.32%","4.34%","0.856","0.376","5.17M","38.09K","0.80%","39.92K","1.8","38,622","4.28","3.49","-18.46","1.55","45731.80","-20.00"
"RPB","9.36","11.45","12.94","0","83,456.9","94,466.7","N/A","none","298.57M","26.08M","25.43M","0.82","7.10%","N/A","7.479","-0.31","-0.31","2.256","0.357","1.53","N/A","5.16","58.07M","22.29M","-8.01M","-27.74%","9.21%","31-Dec","30-Sep-06","N/A","N/A","4.663","1.768","9.31M","1.17M","4.60%","1.13M","13.1","45,500","11.29","11.54","2.21","1.55","705625.00","0.67"
"RPF","19.28","27.68","27.79","1.24","84,647.7","86,316.7","31.03%","21.41%","876.93M","31.68M","0","1.86","6.90%","N/A","25.059999","3.62","3.62","1.3","N/A","1.10","7.65","21.12","41.18M","N/A","114.64M","317.31%","79.77%","31-Dec","30-Jun-06","1.76%","11.25%","11.54","N/A","N/A","8.72K","N/A","5.05K","0.1","34,700","28.31","26.58","-6.11","1.55","1313584.00","-7.66"
"RPFG","14.85","19.45","19.78","0.56","7,076.92","3,616.67","22.07%","12.45%","116.10M","5.97M","4.16M","0.24","1.30%","N/A","14.532","0.46","0.46","5.497","2.47","1.31","41.92","3.48","32.67M","N/A","2.77M","8.47%","21.51%","31-Dec","30-Sep-06","0.33%","3.21%","N/A","N/A","14.75M","2.04K","N/A","6.50K","0.6","2,600","19.13","19.83","3.66","1.55","147740.99","2.11"
"RPG","none","35.72","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Rydex ETF Trust","17.65M","none","none","none","none","none","none","none","none","none","19,800","35.72","35.87","0.42","1.55","35720.00","-1.13"
"RPI","7.42","8.00","8.10","-1.29","1,649.23","2,100","6.38%","-3.24%","45.83M","5.73M","3.88M","N/A","N/A","N/A","7.376","-0.56","-0.56","1.434","0.043","1.08","N/A","5.58","8.21M","3.13M","-3.12M","-37.29%","3.15%","31-Dec","30-Sep-06","0.13%","-7.14%","0.804","1.561","249.00K","635","N/A","861","0.3","0","","","0.00","1.55","0.00","-1.55"
"RPM","16.96","20.03","20.36","1.19","510,734","322,800","5.92%","-3.70%","2.39B","119.33M","118.05M","0.70","3.50%","09-Dec-97","8.194","-0.55","-0.55","26.524","0.905","2.42","N/A","0.76","3.11B","386.81M","-64.82M","-2.09%","9.99%","31-May","31-Aug-06","6.77%","-6.27%","2.112","0.957","107.97M","1.78M","1.50%","2.88M","2.5","232,100","20.16","20.89","3.62","1.55","7451136.00","2.08"
"RPRX","4.50","5.93","14.27","1.44","78,487.7","37,066.7","17.44%","7.82%","60.19M","10.15M","8.62M","N/A","N/A","N/A","0.888","-1.09","-1.09","0","0.972","6.52","N/A","N/A","0","-11.09M","-11.01M","N/A","N/A","31-Dec","30-Sep-06","-45.10%","-77.99%","5.297","N/A","9.87M","57.92K","0.60%","179.06K","3.8","81,817","5.90","12.61","113.73","1.55","355640.20","112.18"
"RPT","25.81","36.94","37.55","1.26","81,603.1","79,000","34.99%","25.37%","612.24M","16.57M","16.14M","1.79","4.90%","N/A","13.099","0.77","0.77","8.96","1.006","2.80","48.22","4.05","149.93M","90.49M","8.99M","13.01%","39.63%","31-Dec","30-Sep-06","3.42%","5.13%","1.614","2.49","16.67M","1.16M","7.20%","1.14M","12.7","46,800","37.52","38.14","1.65","1.55","3110408.00","0.11"
"RPV","none","33.24","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Rydex ETF Trust","21.23M","none","none","none","none","none","none","none","none","none","900","33.13","33.81","2.05","1.55","43069.00","0.51"
"RQI","18.39","25.3099","25.49","1.12","76,610.8","78,316.7","26.08%","16.46%","983.44M","38.86M","0","1.74","7.00%","N/A","23.493","3.03","3.03","1.234","N/A","1.06","8.35","20.25","47.95M","N/A","117.71M","283.26%","80.87%","31-Dec","30-Jun-06","1.80%","10.13%","7.299","N/A","N/A","71.02K","N/A","78.82K","1.1","49,400","25.75","24.74","-3.92","1.55","1933825.00","-5.47"
"RRA","8.97","15.93","16.00","1.49","443,378","1,063,670","46.51%","36.89%","625.87M","39.29M","39.05M","N/A","N/A","N/A","11.954","0.96","0.96","12.02","0.218","1.33","16.59","1.35","462.53M","90.35M","28.52M","8.08%","10.88%","31-Dec","30-Sep-06","2.78%","6.39%","0.983","0.855","8.55M","2.47M","6.30%","2.56M","10.6","548,400","15.96","16.09","0.81","1.55","17851260.00","-0.73"
"RRC","21.74","29.78","30.52","1.37","1,012,830","947,050","18.60%","8.98%","4.13B","138.63M","136.05M","0.08","0.30%","05-Dec-05","8.835","1.47","1.47","5.087","0.016","3.28","20.22","6.02","667.63M","554.54M","214.48M","30.10%","59.07%","31-Dec","30-Sep-06","10.02%","23.94%","1.442","0.802","2.25M","5.41M","3.90%","5.51M","4.6","1,743,400","31.23","27.46","-12.07","1.55","32244975.00","-13.62"
"RRD","28.50","35.42","35.92","1.18","913,585","708,467","2.61%","-7.01%","7.68B","216.80M","216.11M","1.04","3.00%","01-Sep-92","18.546","1.10","1.10","42.755","1.156","1.88","32.35","0.82","9.24B","1.41B","167.50M","2.59%","10.30%","31-Dec","30-Sep-06","6.10%","4.19%","1.466","0.646","250.70M","2.21M","1.00%","2.34M","2.5","460,200","35.52","35.54","0.06","1.55","35399232.00","-1.49"
"RRE","14.42","19.47","19.55","1.12","236,698","138,900","21.08%","11.46%","761.43M","39.11M","39.10M","0.34","1.80%","N/A","18.281","1.07","1.07","1.136","N/A","1.05","18.23","16.93","44.44M","N/A","41.78M","112.67%","83.92%","31-Dec","30-Jun-06","2.41%","5.20%","118.888","N/A","N/A","4.30K","N/A","7.11K","0","82,400","19.56","16.67","-14.78","1.55","1144260.00","-16.32"
"RRGB","32.42","34.45","56.93","1.08","543,952","386,083","-39.70%","-49.32%","571.73M","16.60M","15.09M","N/A","N/A","N/A","14.062","1.56","1.56","34.631","0.252","2.42","22.10","0.99","571.45M","80.58M","26.07M","4.56%","7.79%","25-Dec","01-Oct-06","8.24%","12.09%","0.32","0.45","4.19M","3.62M","24.10%","3.78M","11.7","266,039","33.84","35.85","5.94","1.55","12797103.60","4.39"
"RRI","8.65","13.32","13.90","1.72","1,983,060","1,933,970","39.06%","29.44%","4.11B","308.49M","286.46M","N/A","N/A","N/A","11.985","-1.33","-1.33","36.346","0.216","1.11","N/A","0.37","11.13B","38.72M","-452.76M","-3.67%","-3.20%","31-Dec","30-Sep-06","-1.73%","-11.72%","1.432","1.239","66.67M","18.15M","5.90%","21.46M","7.6","1,544,700","13.72","14.21","3.57","1.55","36410136.00","2.03"
"RRL","none","10.11","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","27,200","10.22","10.23","0.10","1.55","4088.00","-1.45"
"RRST","11.25","11.74","15.89","0","232,147","29,883.3","N/A","none","153.17M","13.05M","N/A","N/A","N/A","N/A","1.083","0.54","0.54","3.106","0.155","11.05","21.94","3.86","40.46M","11.85M","6.98M","17.25%","24.07%","31-Dec","30-Sep-06","N/A","N/A","1.55","N/A","2.02M","N/A","N/A","N/A","N/A","13,923","11.68","12.99","11.22","1.55","129204.16","9.67"
"RS","28.43","37.32","49.75","2.28","941,305","1,584,580","12.42%","2.80%","2.82B","75.53M","64.23M","0.24","0.70%","20-Jul-06","22.173","4.77","4.77","71.242","0.292","1.63","7.82","0.54","5.04B","653.97M","340.45M","6.75%","11.84%","31-Dec","30-Sep-06","13.67%","25.79%","2.722","0.75","22.04M","1.50M","2.30%","1.56M","1.6","853,600","37.85","39.38","4.04","1.55","54776520.00","2.50"
"RSC","13.17","16.73","20.23","1.26","17,080","22,100","15.09%","5.47%","172.85M","10.33M","9.07M","N/A","N/A","12-Feb-02","21.365","1.40","1.40","38.242","0.53","0.80","11.93","0.45","393.89M","28.39M","16.88M","4.17%","1.55%","31-Jan","31-Jul-06","4.79%","7.82%","2.702","0.102","5.48M","128.97K","1.40%","132.87K","8.8","6,500","17.10","17.74","3.74","1.55","230850.00","2.20"
"RSCR","16.29","17.75","21.89","0.66","114,860","206,050","1.48%","-8.14%","493.10M","27.78M","22.11M","N/A","N/A","05-Jun-98","10.591","0.86","0.86","46.789","0.239","1.62","20.57","0.37","1.28B","91.97M","23.87M","2.22%","5.83%","31-Dec","30-Sep-06","7.15%","8.82%","1.803","0.632","6.65M","1.17M","4.50%","1.21M","8.8","407,157","17.88","18.15","1.51","1.55","3380696.76","-0.04"
"RSF","14.75","15.99","18.02","0.61","97,984.6","97,350","-5.71%","-15.33%","428.32M","26.79M","N/A","1.68","10.50%","N/A","13.543","1.44","1.44","2.123","N/A","1.18","11.10","7.54","56.88M","N/A","38.57M","67.81%","92.38%","31-Mar","31-Mar-06","6.57%","10.68%","0.053","0.386","N/A","296.40K","N/A","253.93K","4.6","31,400","16.04","15.37","-4.18","1.55","850120.00","-5.72"
"RSG","34.90","41.93","44.21","0.22","512,688","479,067","15.32%","5.70%","5.47B","130.48M","130.09M","0.64","1.50%","N/A","10.927","1.98","1.98","22.409","0.378","3.82","21.16","1.79","3.04B","825.30M","272.70M","8.96%","16.61%","31-Dec","30-Sep-06","7.21%","17.81%","0.783","1.163","49.30M","1.46M","1.10%","1.16M","2.7","264,900","41.39","40.67","-1.74","1.55","23430879.00","-3.29"
"RSH","13.73","17.25","23.95","1.09","2,093,320","1,850,770","-23.77%","-33.39%","2.34B","135.82M","135.58M","0.25","1.40%","22-Jun-99","4.425","0.30","0.30","36.755","2.035","3.88","58.47","0.47","4.99B","323.70M","43.00M","0.80%","3.92%","31-Dec","30-Sep-06","5.70%","7.80%","1.612","1.015","276.40M","13.68M","10.80%","16.03M","7.6","1,083,000","17.07","16.78","-1.70","1.55","39484617.00","-3.24"
"RSO","12.00","16.95","17.73","0","115,658","60,800","N/A","none","302.07M","17.82M","15.15M","1.48","8.50%","N/A","12.905","0.94","0.94","7.958","0.758","1.35","17.97","2.32","133.54M","N/A","15.90M","11.90%","91.18%","31-Dec","30-Sep-06","N/A","N/A","2.492","9.199","13.51M","166.69K","1.00%","162.76K","1.3","134,100","16.78","16.95","1.01","1.55","1251788.00","-0.53"
"RSP","none","47.05","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Rydex ETF Trust","1.76B","none","none","none","none","none","none","none","none","none","309,400","47.05","47.34","0.62","1.55","6092975.00","-0.93"
"RSTI","42.00","57.64","64.60","2.93","156,483","164,833","32.32%","22.70%","885.06M","15.36M","15.26M","N/A","N/A","N/A","23.236","3.09","3.09","26.523","11.038","2.47","18.66","2.19","403.74M","84.68M","48.25M","11.95%","18.18%","30-Sep","30-Sep-06","10.54%","15.46%","3.593","0.099","169.49M","714.70K","4.70%","757.91K","4.2","149,877","58.01","60.46","4.22","1.55","7181986.06","2.68"
"RSTO","5.06","8.95","9.65","-0.09","453,502","315,233","42.46%","32.84%","339.69M","37.95M","31.02M","N/A","N/A","N/A","2.073","-0.75","-0.75","16.74","0.029","3.97","N/A","0.49","632.13M","29.91M","-28.41M","-4.49%","1.17%","28-Jan","29-Jul-06","2.05%","-31.26%","2.096","1.01","1.08M","4.74M","13.70%","5.71M","9.8","1,199,807","8.48","8.51","0.35","1.55","2435405.12","-1.19"
"RSW","none","15.55","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","52,100","15.70","0.00","-100.00","1.55","45530.00","-101.55"
"RSYS","16.36","16.81","25.06","2.78","223,414","147,883","-8.11%","-17.73%","365.87M","21.77M","19.59M","N/A","N/A","30-Nov-99","10.411","-0.12","-0.12","14.051","6.525","1.61","N/A","1.24","293.68M","17.46M","-2.66M","-0.91%","1.59%","31-Dec","30-Sep-06","1.51%","-1.22%","3.211","0.442","142.01M","1.53M","7.10%","1.33M","7","105,550","16.94","16.67","-1.59","1.55","1903327.58","-3.14"
"RTC","0.26","0.34","1.00","1.99","18,018.5","13,533.3","-45.00%","-54.62%","1.45M","4.26M","3.54M","N/A","N/A","27-Dec-99","0.839","-0.34","-0.34","5.888","0.004","0.39","N/A","0.06","24.20M","2.40M","-1.39M","-5.75%","2.45%","31-Aug","31-May-06","1.71%","-33.17%","1.446","3.827","18.90K","14.18K","0.40%","1.19K","0.6","8,200","","","0.00","1.55","0.00","-1.55"
"RTEC","12.61","16.03","20.15","2.98","336,414","274,017","21.73%","12.11%","464.07M","28.95M","24.92M","N/A","N/A","N/A","13.254","0.19","0.19","6.799","3.199","1.21","86.65","2.81","164.98M","33.58M","4.52M","2.74%","16.22%","31-Dec","30-Sep-06","5.50%","1.66%","5.414","N/A","92.61M","2.71M","9.60%","2.66M","12.9","113,803","15.86","15.92","0.38","1.55","3340306.32","-1.17"
"RTH","none","97.87","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Merrill Lynch, Pierce, Fenner & Smith","474.46M","none","none","none","none","none","none","none","none","none","1,394,800","97.40","99.35","2.00","1.55","697539840.00","0.46"
"RTI","36.81","75.18","83.33","3.01","764,411","670,217","91.44%","81.82%","1.72B","22.85M","22.37M","N/A","N/A","04-Apr-94","19.150999","2.64","2.64","20.536","3.341","3.74","28.46","3.55","461.45M","106.14M","58.71M","13.05%","19.34%","31-Dec","30-Sep-06","11.14%","14.51%","5.819","N/A","76.35M","2.46M","11.00%","2.68M","4","876,200","75.20","78.22","4.02","1.55","49962880.00","2.47"
"RTIX","4.87","5.98","8.29","2.4","108,172","59,066.7","-24.75%","-34.37%","178.04M","29.77M","27.93M","N/A","N/A","N/A","3.907","-0.21","-0.21","2.524","0.553","1.53","N/A","2.38","75.00M","-1.53M","-6.14M","-8.19%","-11.95%","31-Dec","30-Sep-06","-3.01%","-5.22%","5.071","0.053","16.47M","588.18K","2.00%","694.52K","5","19,489","6.05","5.86","-3.14","1.55","263876.80","-4.69"
"RTK","2.85","3.76","5.50","2.21","821,658","401,617","22.56%","12.94%","531.69M","141.41M","126.01M","N/A","N/A","N/A","0.587","-0.31","-0.31","0.22","0.464","6.20","N/A","20.24","25.44M","-21.03M","-35.82M","-138.33%","-126.71%","30-Sep","30-Jun-06","-16.32%","-78.34%","4.36","0.839","65.61M","12.46M","9.90%","12.46M","15.7","476,200","3.86","3.77","-2.33","1.55","2684244.00","-3.88"
"RTLX","14.78","16.78","27.55","1.24","37,395.4","18,583.3","-32.50%","-42.12%","327.18M","19.50M","15.06M","N/A","N/A","N/A","10.587","0.47","0.47","10.654","3.088","1.59","35.85","1.59","205.92M","20.60M","9.46M","4.59%","6.11%","31-Dec","30-Jun-06","2.96%","4.79%","2.227","0.024","60.20M","473.46K","N/A","478.09K","43.4","5,082","17.00","16.28","-4.24","1.55","501041.00","-5.78"
