Company,52-Week Low,Recent Price,52-Week High,Beta,Daily Volume (3-month avg),Daily Volume (10-day avg),52-Week Change,52-Week Change relative to S&P500,Market Capitalization,Shares Outstanding,Float,Annual Dividend,Dividend Yield,Last Split,Book Value,Earnings (ttm),Earnings (mrq),Sales (per share),Cash,Price/Book,Price/Earnings,Price/Sales,Sales (ttm),EBITDA,Income,Profit Margin,Operating Margin,Fiscal Year Ends,Most recent quarter,Return Assets,Return Equity,Current Ratio,Debt/Equity,Total Cash,Shares Short,Percent of Float,Shares Short (Prior Month),Short Ratio,Daily Volume,Start Price,End Price,Company Return,Market Return
adot.ob,0.025,0.038,0.43,0.23,325.7K,218.0K,-88.50%,-84.60%,2.50M,65.8M,50.7M,none,none,none,0,-0.03,-0.01,0,0,none,none,14.85,166.0K,-1.98M,-1.62M,none,none,31-Dec,none,-67.74%,-149.07%,1.43,none,95.0K,none,none,none,none,none,0.039,0.027,-30.77%,5.11%
adp,41,51.66,69.313,0.72,1.87M,1.47M,-20.20%,7.00%,32.0B,620.1M,564.3M,0.41,0.79%,none,7.53,1.48,0.31,10.96,2.87,6.86,34.93,4.71,7.04B,1.86B,947.9M,13.50%,21.70%,30-Jun,none,none,none,none,none,none,none,none,none,none,none,52.9,55.45,4.82%,5.11%
adpc.ob,0.004,0.007,0.563,2.5,50.8K,29.0K,-98.80%,-98.30%,83.0K,11.9M,9.60M,0.16,2285.71%,none,6.4,-2.49,-0.23,7.9,0.22,0,none,0,93.7M,-12.1M,-29.5M,-31.50%,-25.50%,31-Dec,none,-14.68%,-48.03%,1.29,0.17,2.59M,"3,000",0.00%,"3,000",0.16,19.0K,,,0,5.11%
adpi,3.74,8,11.5,-0.33,"4,818","8,000",25.50%,68.30%,57.3M,7.17M,2.90M,none,none,none,8.38,0.6,0.14,20.25,0.17,0.95,13.29,0.4,149.0M,21.6M,4.42M,3.00%,8.60%,31-Dec,none,3.34%,7.63%,1.35,0.98,1.24M,"9,000",0.30%,11.0K,2.25,"4,000",8,7.25,-9.38%,5.11%
adpl.ob,0.005,0.005,0.1,-34.96,773,0,-75.00%,-66.50%,73.0K,14.5M,5.20M,none,none,none,-0.17,-0.41,-0.09,0.39,0,none,none,0.01,5.38M,-4.03M,-5.48M,-99.70%,-78.40%,31-Jul,none,-155.61%,none,0.53,none,46.0K,"3,000",0.10%,"1,000",0.17,18.0K,,,0,5.11%
adpt,7.2,12.05,17.375,1.62,934.1K,1.52M,-19.70%,7.70%,1.19B,99.1M,93.2M,none,none,none,6.82,-1.18,-0.62,4.8,5.93,1.77,none,2.51,477.3M,-98.1M,-118.3M,-24.80%,-32.50%,31-Mar,none,-10.02%,-16.13%,4.18,0.33,598.0M,1.79M,1.90%,2.22M,2.3,780.0K,12.49,13.73,9.93%,5.11%
adrrf.ob,0.03,0.035,0.156,-0.18,"1,227","1,000",-62.80%,-50.10%,1.11M,31.7M,2.50M,none,none,none,0.67,-0.02,0,none,0,0.05,none,none,0,-178.0K,-517.0K,none,none,31-Jan,none,-2.40%,-2.41%,1.09,0,71.0K,0,none,19.0K,none,0,,0.05,0,5.11%
adrx,38.5,64.93,94.875,none,1.50M,1.95M,-14.60%,14.50%,4.55B,70.1M,51.2M,none,none,none,8.95,1.04,0.35,9.54,4.01,7.26,62.25,6.8,697.0M,78.0M,75.5M,7.80%,10.20%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,64.85,73.82,13.83%,5.11%
ads,11.05,16,17.4,none,62.9K,47.0K,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,16,16.5,3.13%,5.11%
adsc,1.31,1.91,3.688,2.11,"6,045",27.0K,-40.10%,-19.70%,24.9M,13.0M,4.20M,none,none,none,3,-0.56,-0.28,1.83,2.48,0.64,none,1.04,23.9M,-4.09M,-7.25M,-30.40%,-15.70%,31-Mar,none,none,none,none,none,none,none,none,none,none,none,1.91,1.76,-7.85%,5.11%
adsk,20,33.22,40.375,1.36,630.7K,330.0K,58.20%,112.10%,1.80B,54.1M,42.0M,0.24,0.72%,none,8.49,1.67,0.34,16.91,5.08,3.91,19.84,1.97,949.3M,146.0M,93.9M,10.90%,13.10%,31-Jan,none,12.70%,19.88%,1.45,0,274.8M,2.50M,5.90%,2.14M,2.55,978.0K,34.22,37.2,8.71%,5.11%
adsn.ob,0.04,0.07,0.625,1.39,15.7K,15.0K,-82.80%,-76.90%,1.04M,14.9M,9.20M,none,none,none,-0.2,-0.36,-0.18,0.38,0.02,none,none,0.18,5.29M,-3.64M,-5.34M,none,-92.30%,31-Dec,none,-142.90%,none,0.44,none,277.0K,none,none,none,none,none,,,0,5.11%
