"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","Delta Return"
"AIN","31.60","32.27","43.03","0.9","259,548","315,143","-8.81%","8.85%","938.48M","29.08M","23.74M","0.40","1.30%","08-Dec-99","17.091999","2.21","2.21","32.012","3.561","1.90","14.62","0.94","1.00B","168.89M","70.09M","6.99%","11.22%","31-Dec","30-Jun-06","6.06%","13.49%","2.546","0.704","103.57M","1.92M","7.50%","2.01M","10.7","260,200","31.67","33.61","6.13","3.50","2.62"
"AINN","3.01","3.24","4.50","1.26","9,606.15","13,528.6","-21.01%","8.85%","49.42M","15.25M","8.65M","N/A","N/A","01-Sep-95","3.119","0.25","0.25","2.266","1.271","1.00","13.22","1.38","34.52M","3.81M","3.73M","10.82%","9.25%","31-Dec","30-Jun-06","4.07%","8.19%","6.586","N/A","19.39M","13","N/A","3.65K","0","4,701","3.35","3.19","-4.78","3.50","-8.28"
"AINV","17.64","20.81","20.85","0.06","459,651","494,129","2.85%","8.85%","1.70B","81.61M","74.69M","1.88","9.20%","N/A","15.591","2.61","2.61","2.508","8.77","1.32","7.97","9.81","170.90M","N/A","177.98M","104.15%","66.55%","31-Mar","30-Jun-06","3.30%","16.45%","0.591","0.421","715.64M","4.55M","7.30%","4.40M","10.7","439,001","20.56","21.56","4.86","3.50","1.36"
"AIP","37.22","42.00","52.12","0.73","1,923.08","942.857","5.37%","8.85%","168.97M","4.02M","1.39M","11.15","26.30%","N/A","23.9","1.40","1.40","28.951","0.716","1.80","30.02","1.49","116.12M","19.72M","5.78M","4.89%","9.40%","31-Dec","30-Jun-06","2.95%","4.94%","0.8","0.925","2.88M","6.26K","N/A","1.04K","5.3","2,200","41.00","45.50","10.98","3.50","7.47"
"AIQ","3.80","7.73","8.74","0.62","130,178","97,700","-7.31%","8.85%","385.50M","49.87M","14.44M","N/A","N/A","N/A","-0.539","0.35","0.35","9.01","0.249","N/A","21.96","0.89","447.04M","161.66M","17.66M","3.95%","15.19%","31-Dec","30-Jun-06","7.05%","N/A","1.36","N/A","12.42M","1.82M","3.60%","1.76M","12.5","213,500","7.70","8.46","9.87","3.50","6.37"
"AIQ.TO","none","0.42","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","none","none","none","none","N/A","N/A","0","0","none","none","none","none","none","none","none","none","none","50,000","0.42","0.44","4.76","3.50","1.26"
"AIR","14.95","24.27","29.32","3.75","513,694","600,543","45.62%","8.85%","890.49M","36.69M","35.39M","N/A","N/A","24-Feb-98","11.844","1.07","1.07","27.395","3.247","2.10","22.66","0.97","939.89M","103.41M","41.85M","4.44%","7.30%","31-May","31-Aug-06","5.25%","11.09%","3.716","0.749","119.13M","4.15M","11.60%","4.37M","16.4","495,500","23.30","26.04","11.76","3.50","8.26"
"AIRM","11.16","22.86","31.40","1.47","211,152","108,171","95.69%","8.85%","268.86M","11.76M","10.33M","N/A","N/A","07-Apr-92","8.06","1.28","1.28","32.98","0.236","2.82","17.92","0.71","376.01M","42.58M","15.37M","4.09%","8.00%","31-Dec","30-Jun-06","8.41%","17.99%","2.761","0.922","2.78M","1.13M","10.90%","1.04M","4.7","104,218","23.72","24.20","2.02","3.50","-1.48"
"AIRN","1.70","2.84","6.96","3.34","823,872","298,029","-45.14%","8.85%","114.40M","40.28M","36.27M","N/A","N/A","N/A","1.267","-0.54","-0.54","3.482","0.455","2.27","N/A","0.84","137.67M","-19.05M","-21.40M","-15.55%","-17.21%","31-Dec","02-Jul-06","-13.62%","-35.83%","1.543","0.03","18.34M","1.31M","3.30%","1.87M","1.8","222,728","2.72","2.95","8.46","3.50","4.95"
"AIRT","7.50","9.85","14.50","1.4","27,107.7","10,414.3","-5.05%","8.85%","26.31M","2.67M","2.53M","0.25","2.60%","N/A","5.457","0.94","0.94","29.348","2.453","1.76","10.51","0.33","78.40M","4.52M","2.50M","3.19%","4.87%","31-Mar","30-Jun-06","10.31%","18.33%","2.793","0.08","6.55M","41.17K","1.60%","40.40K","2.6","19,972","9.80","9.70","-1.02","3.50","-4.52"
"AIS","0.86","1.06","1.89","0.16","166,958","179,771","18.28%","8.85%","56.28M","53.09M","37.76M","N/A","N/A","29-Jan-99","0.142","-0.19","-0.19","0.058","0.177","7.75","N/A","21.84","2.67M","-8.06M","-8.76M","N/A","-330.47%","31-Dec","30-Jun-06","-48.90%","-151.86%","4.275","N/A","9.39M","642.57K","1.60%","763.06K","3","114,900","1.06","1.26","18.87","3.50","15.37"
"AIT","20.41","25.01","31.67","0.97","340,098","343,657","5.28%","8.85%","1.10B","44.14M","37.87M","0.48","2.00%","16-Jun-06","9.413","1.57","1.57","42.599","2.411","2.61","15.97","0.57","1.90B","132.11M","72.30M","3.80%","6.08%","30-June","30-Jun-06","10.40%","17.89%","2.964","0.184","106.43M","2.21M","5.20%","2.38M","9","269,000","24.04","28.74","19.55","3.50","16.05"
"AITX.OB","0.92","1.10","3.65","0.95","65,412.3","57,442.9","-63.76%","8.85%","25.83M","23.48M","20.86M","N/A","N/A","N/A","-0.119","-0.74","-0.74","0.082","0","N/A","N/A","13.91","1.82M","-3.57M","-16.55M","N/A","-263.18%","31-Dec","30-Jun-06","-31.16%","-548.04%","0.723","N/A","2.67K","N/A","N/A","N/A","N/A","24,186","0.90","0.68","-24.44","3.50","-27.95"
"AIV","34.93","54.40","54.96","0.92","673,963","668,886","40.40%","8.85%","5.30B","97.37M","94.65M","2.40","4.40%","N/A","17.698","0.781","0.781","17.921","3.322","3.06","69.65","3.10","1.70B","798.65M","-109.60M","9.44%","20.31%","31-Dec","30-Jun-06","2.08%","-0.83%","1.997","2.432","323.46M","3.05M","3.20%","3.20M","4.3","945,500","54.15","57.32","5.85","3.50","2.35"
"AIVN.OB","N/A","0.119","N/A","-25.34","N/A","N/A","N/A","N/A","2.61M","21.90M","14.77M","N/A","N/A","N/A","0.004","-0.008","-0.008","0.001","0.004","29.75","N/A","173.71","15.00K","-158.36K","-162.91K","N/A","-1101.17%","31-May","31-May-06","-101.59%","-345.98%","2.272","N/A","88.54K","N/A","N/A","N/A","N/A","0","","","0.00","3.50","-3.50"
"AIXD","6.60","9.83","14.73","1.37","133,551","103,357","1.61%","8.85%","235.34M","23.94M","17.01M","N/A","N/A","N/A","4.176","-0.98","-0.98","1.068","1.219","2.41","N/A","13.10","18.40M","-3.36M","-16.85M","-91.55%","-52.68%","31-Mar","30-Jun-06","-7.54%","-32.14%","1.612","0.09","29.18M","3.90M","17.10%","3.67M","34.4","45,326","9.40","10.64","13.19","3.50","9.69"
"AIZ","35.79","53.75","53.73","1.47","559,012","372,143","41.93%","8.85%","6.79B","126.27M","125.93M","0.40","0.80%","N/A","28.016001","4.16","4.16","58.303","7.149","1.91","12.93","0.88","7.64B","878.58M","549.39M","7.21%","10.82%","31-Dec","30-Jun-06","2.11%","14.73%","0.611","0.27","902.65M","2.99M","2.40%","2.75M","5.9","458,900","53.09","52.66","-0.81","3.50","-4.31"
"AJG","24.42","26.98","31.94","0.61","546,100","350,743","-8.76%","8.85%","2.62B","97.20M","93.21M","1.20","4.50%","19-Jan-01","8.243","1.13","1.13","15.283","2.577","3.23","23.79","1.77","1.46B","308.30M","111.70M","7.63%","17.29%","31-Dec","30-Jun-06","4.54%","14.47%","0.999","0.183","250.50M","6.89M","7.40%","7.68M","17.3","456,800","26.64","27.85","4.54","3.50","1.04"
"AJSB.OB","22.50","24.75","25.15","0.02","320","28.5714","4.87%","8.85%","52.84M","2.13M","816.00K","0.40","1.60%","N/A","13.031","0.42","0.42","3.606","14.602","1.90","59.50","6.90","7.65M","N/A","891.00K","11.64%","28.94%","31-Dec","30-Jun-06","0.34%","3.14%","N/A","N/A","31.18M","N/A","N/A","N/A","N/A","0","","","0.00","3.50","-3.50"
"AKAM","14.13","48.25","49.46","3.43","4,391,300","5,860,470","245.04%","8.85%","7.51B","155.64M","144.88M","N/A","N/A","N/A","4.47","1.90","1.90","2.348","1.664","11.04","25.37","21.95","349.84M","128.02M","320.78M","91.69%","21.39%","31-Dec","30-Jun-06","8.83%","87.28%","4.764","0.288","258.93M","8.40M","5.70%","6.33M","1.7","6,687,909","49.83","46.86","-5.96","3.50","-9.46"
"AKDSE.OB","N/A","0.47","N/A","6.39","N/A","N/A","N/A","N/A","11.23M","23.89M","9.96M","N/A","N/A","N/A","-0.211","-0.22","-0.22","0.012","0.023","N/A","N/A","39.69","288.92K","-4.23M","-5.07M","N/A","-1519.64%","31-May","28-Feb-06","N/A","N/A","0.247","N/A","541.12K","N/A","N/A","N/A","N/A","8,500","","","0.00","3.50","-3.50"
"AKES.OB","0.55","0.80","7.50","6.27","880","2,371.43","-85.19%","8.85%","12.28M","15.35M","6.27M","N/A","N/A","N/A","0.022","-0.16","-0.16","N/A","0.022","36.36","N/A","N/A","N/A","-546.55K","-2.35M","N/A","N/A","31-Dec","30-Jun-06","-70.45%","-588.69%","5.496","N/A","341.26K","N/A","N/A","N/A","N/A","0","","","0.00","3.50","-3.50"
"AKH","16.45","29.73","29.96","2.06","17,476.9","25,271.4","79.68%","8.85%","8.01B","269.38M","219.25M","0.38","1.30%","N/A","38.48","5.11","5.11","106.1","21.163","0.78","5.82","0.29","28.15B","3.54B","1.45B","5.15%","4.99%","31-Mar","30-Jun-06","2.55%","16.10%","1.079","1.109","5.70B","50.28K","N/A","48.81K","2.7","46,000","30.30","35.68","17.76","3.50","14.25"
"AKN","3.01","3.79","5.55","2","139,946","118,757","16.61%","8.85%","285.52M","75.34M","43.15M","N/A","N/A","N/A","0.812","-0.17","-0.17","1.347","0.236","4.50","N/A","4.30","63.93M","1.93M","-8.26M","-7.97%","-3.71%","31-Dec","30-Jun-06","-1.41%","-8.82%","6.649","0.011","17.78M","3.22M","8.00%","3.31M","48.6","45,400","3.51","4.38","24.79","3.50","21.28"
"AKNS.OB","N/A","2.80","N/A","0","N/A","N/A","N/A","N/A","25.20M","9.00M","N/A","N/A","N/A","N/A","-0.027","0.01","0.01","1.984","0.006","N/A","560.00","2.54","9.92M","91.85K","29.47K","0.30%","0.64%","31-Dec","30-Jun-06","N/A","N/A","0.927","N/A","50.33K","N/A","N/A","N/A","N/A","0","","","0.00","3.50","-3.50"
"AKP","14.39","16.86","16.93","0.11","21,569.2","21,085.7","8.49%","8.85%","143.75M","8.53M","0","0.96","5.80%","N/A","14.989","0.51","0.51","1.229","0.029","1.12","33.19","13.62","10.48M","N/A","4.33M","61.31%","86.67%","31-Oct","30-Apr-06","2.69%","3.05%","14.54","N/A","248.85K","71.54K","N/A","83.81K","3.7","16,300","16.92","14.88","-12.06","3.50","-15.56"
"AKPB.OB","19.65","21.75","23.00","0.69","210.769","142.857","10.69%","8.85%","13.88M","638.00K","391.94K","0.36","1.70%","N/A","26.49","1.26","1.26","15.22","12.818","0.82","17.26","1.49","9.34M","N/A","808.00K","8.65%","27.96%","31-Dec","30-Jun-06","0.48%","4.88%","N/A","N/A","8.19M","N/A","N/A","N/A","N/A","0","","","0.00","3.50","-3.50"
"AKR","16.51","25.85","26.70","0.69","114,805","100,300","44.48%","8.85%","821.28M","31.77M","30.74M","0.74","2.90%","N/A","6.86","0.65","0.65","3.06","1.735","3.71","39.95","8.19","98.71M","59.15M","21.24M","21.31%","40.39%","31-Dec","30-Jun-06","4.22%","9.67%","9.749","1.623","55.11M","1.30M","4.20%","1.29M","15.4","104,500","25.07","25.55","1.91","3.50","-1.59"
"AKS","6.28","12.22","15.95","6.54","2,145,160","2,021,870","41.78%","8.85%","1.34B","110.06M","83.96M","N/A","N/A","18-Nov-97","2.201","-0.32","-0.32","51.968","4.41","5.57","N/A","0.24","5.70B","354.70M","-33.70M","-0.62%","2.64%","31-Dec","30-Jun-06","1.72%","-13.11%","2.452","4.602","485.40M","14.38M","13.20%","12.27M","6.6","996,800","11.98","14.93","24.62","3.50","21.12"
"AKSY","0.52","0.80","2.47","4.42","18,690.8","43,157.1","-60.78%","8.85%","25.95M","32.44M","10.38M","0.01","1.20%","N/A","-1.205","-1.79","-1.79","0.097","0.086","N/A","N/A","8.67","2.99M","-24.93M","-55.50M","N/A","-891.49%","31-Dec","30-Jun-06","-64.68%","N/A","0.315","N/A","2.78M","1.29M","4.00%","1.33M","100.1","18,221","0.77","0.68","-11.69","3.50","-15.19"
"AKZOY","42.25","60.36","60.52","1.49","51,427.7","52,885.7","41.37%","8.85%","17.31B","286.80M","286.77M","0.72","1.20%","01-Jul-98","16.68","3.78","3.78","60.54","5.876","3.61","15.97","1.00","17.31B","2.33B","1.09B","6.27%","9.09%","31-Dec","30-Jun-06","6.17%","25.22%","1.742","0.819","1.69B","265.46K","N/A","227.09K","4.8","53,881","61.82","56.00","-9.41","3.50","-12.92"
"AL","29.49","39.71","59.20","2.2","1,671,030","2,180,800","24.75%","8.85%","14.93B","376.08M","376.01M","0.80","2.10%","12-Jun-89","28.584999","1.66","1.66","58.035","0.484","1.38","23.96","0.69","21.59B","3.36B","638.00M","2.91%","10.24%","31-Dec","30-Jun-06","5.16%","6.15%","1.354","0.552","182.00M","2.74M","N/A","1.53M","2","1,890,600","40.51","47.11","16.29","3.50","12.79"
"AL.TO","none","44.28","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0.47","none","none","none","none","N/A","N/A","0","0","none","none","none","none","none","none","none","none","none","1,289,306","45.40","52.67","16.01","3.50","12.51"
"ALA","10.63","12.12","16.51","2.45","2,839,710","2,857,800","-8.33%","8.85%","16.64B","1.37B","1.31B","0.18","1.50%","N/A","5.95","0.67","0.67","12.88","4.182","2.03","18.09","0.94","17.65B","2.45B","907.00M","5.26%","8.94%","31-Dec","30-Jun-06","4.11%","12.02%","1.252","0.555","5.74B","15.68M","N/A","9.26M","4.6","1,989,700","12.18","12.70","4.27","3.50","0.77"
"ALAB","59.35","69.75","70.80","0.91","50,343.1","38,400","8.94%","8.85%","1.30B","18.66M","14.94M","1.50","2.20%","N/A","36.860001","4.04","4.04","15.998","17.393","1.88","17.27","4.58","282.58M","N/A","72.14M","25.55%","53.38%","31-Dec","30-Jun-06","1.16%","11.67%","N/A","N/A","324.48M","715.91K","4.70%","656.48K","13.8","32,542","67.35","67.85","0.74","3.50","-2.76"
"ALAN","0.45","0.51","0.86","0.13","135,355","32,528.6","-29.73%","8.85%","15.95M","31.27M","22.68M","N/A","N/A","14-May-98","0.078","-0.17","-0.17","0.235","0.006","6.67","N/A","2.49","6.52M","-3.66M","-4.59M","-61.40%","-62.13%","30-June","31-Mar-06","-24.45%","-52.49%","2.376","0.2","197.30K","333.57K","1.50%","348.53K","3.4","72,601","0.53","","0.00","3.50","-3.50"
"ALB","33.40","55.25","56.51","1.19","314,342","354,786","50.67%","8.85%","2.62B","47.41M","39.33M","0.72","1.30%","N/A","21.746","2.82","2.82","48.401","2.088","2.53","19.57","1.15","2.27B","307.45M","136.19M","6.00%","7.28%","31-Dec","30-Jun-06","4.60%","14.17%","2.224","0.776","99.00M","1.08M","3.00%","696.89K","3","275,800","54.54","65.03","19.23","3.50","15.73"
"ALBY","9.75","12.10","12.50","0.18","5,507.69","3,828.57","3.86%","8.85%","36.24M","3.00M","2.16M","0.08","0.70%","N/A","8.771","0.13","0.13","3.416","3.608","1.38","93.08","3.64","9.97M","N/A","393.30K","3.95%","13.75%","31-Dec","30-Jun-06","0.13%","1.50%","N/A","N/A","10.81M","47","N/A","133","0","0","","","0.00","3.50","-3.50"
"ALCO","42.17","60.08","60.47","1.73","16,658.5","15,600","20.15%","8.85%","442.85M","7.37M","3.81M","1.10","1.80%","N/A","19.361","1.20","1.20","9.775","9.83","3.07","49.90","6.09","72.01M","9.37M","8.88M","12.33%","2.03%","31-Aug","31-May-06","0.36%","6.05%","5.248","0.443","72.46M","209.78K","2.90%","185.31K","11.2","12,108","57.68","62.00","7.49","3.50","3.99"
"ALD","25.65","30.57","32.24","0.78","618,448","354,357","7.83%","8.85%","4.45B","145.50M","143.15M","2.44","8.00%","N/A","19.172001","4.09","4.09","2.966","0.021","1.61","7.48","10.99","408.29M","291.32M","574.61M","140.74%","68.86%","31-Dec","30-Jun-06","4.91%","23.12%","0.212","0.449","3.11M","11.88M","8.90%","11.57M","26","490,700","30.04","31.53","4.96","3.50","1.46"
"ALDA","13.56","15.06","35.60","1.23","95,326.2","30,642.9","-32.39%","8.85%","84.32M","5.60M","4.96M","0.60","3.70%","04-Jun-02","8.562","2.44","2.44","13.926","2.909","1.82","6.18","1.15","75.52M","21.18M","13.48M","17.85%","26.03%","31-Dec","30-Jun-06","24.52%","31.72%","6.022","N/A","16.29M","144.20K","2.70%","108.71K","0.8","96,637","15.25","15.57","2.10","3.50","-1.40"
"ALDN","13.58","16.25","23.79","0.81","101,923","35,800","-20.06%","8.85%","236.60M","14.56M","7.08M","N/A","N/A","18-Sep-95","7.812","0.97","0.97","5.88","5.642","2.05","16.77","2.73","85.11M","17.48M","14.65M","17.22%","16.65%","31-Dec","30-Jun-06","7.59%","13.91%","5.982","N/A","82.15M","274.48K","N/A","349.44K","2.9","29,504","16.91","17.86","5.62","3.50","2.12"
"ALE","41.28","44.14","49.30","0.86","170,920","120,729","-3.51%","8.85%","1.34B","30.32M","25.10M","1.45","3.30%","21-Sep-04","20.719","2.46","2.46","26.927","6.042","2.11","17.93","1.79","740.50M","171.10M","72.40M","9.21%","16.57%","31-Dec","30-Jun-06","5.60%","12.02%","2.417","0.619","183.20M","1.56M","5.20%","1.49M","10.8","115,400","43.65","45.10","3.32","3.50","-0.18"
"ALE.TO","none","17.42","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0.30","none","none","none","none","3.3%","466.7%","0","0","none","none","none","none","none","none","none","none","none","13,407","17.42","17.55","0.75","3.50","-2.76"
"ALEX","39.29","44.42","55.50","1.74","339,592","243,457","-14.09%","8.85%","1.91B","43.07M","42.24M","1.00","2.30%","N/A","22.455","2.87","2.87","37.249","0.789","1.98","15.49","1.17","1.63B","246.40M","102.30M","7.75%","9.13%","31-Dec","30-Jun-06","4.90%","10.53%","1.109","0.412","34.00M","3.48M","8.00%","3.32M","8.5","318,586","43.96","46.03","4.71","3.50","1.21"
"ALFA","15.15","17.73","18.00","1.19","65,853.8","63,885.7","8.23%","8.85%","1.42B","80.31M","79.89M","0.44","2.50%","18-Jun-02","9.49","1.17","1.17","9.898","1.454","1.86","15.18","1.78","794.17M","148.11M","94.55M","11.91%","18.03%","31-Dec","30-Jun-06","3.73%","12.66%","0.454","0.418","116.81M","1.47M","1.90%","1.34M","27.2","38,894","16.77","18.47","10.14","3.50","6.64"
"ALG","18.75","23.15","26.00","1.88","20,166.2","3,571.43","13.96%","8.85%","225.97M","9.76M","9.33M","0.24","1.10%","N/A","17.931999","1.19","1.19","41.876","1.2","1.27","19.45","0.55","408.27M","30.00M","11.79M","2.89%","5.53%","31-Dec","30-Jun-06","4.44%","7.01%","3.479","0.586","11.72M","27.01K","0.30%","58.16K","1.9","13,000","22.56","23.20","2.84","3.50","-0.66"
"ALGN","5.62","7.80","9.75","0.77","370,645","432,086","15.91%","8.85%","493.40M","63.26M","51.60M","N/A","N/A","N/A","1.535","-0.13","-0.13","3.275","1.103","4.98","N/A","2.37","204.16M","12.40M","-8.36M","-4.10%","-0.87%","31-Dec","30-Jun-06","1.17%","-8.87%","2.506","N/A","69.75M","9.68M","19.40%","9.83M","25.1","1,389,177","11.31","13.86","22.55","3.50","19.04"
"ALHC.OB","0.55","0.55","1.05","3.6","483.077","71.4286","-28.57%","8.85%","2.49M","4.52M","785.86K","N/A","N/A","N/A","-0.049","0.14","0.14","0.762","0.236","N/A","3.90","0.72","3.45M","605.37K","663.26K","19.24%","17.00%","30-Sep","30-Jun-06","27.57%","N/A","0.847","N/A","1.07M","N/A","N/A","N/A","N/A","0","","","0.00","3.50","-3.50"
"ALIF.OB","0.28","0.65","1.45","0","20,503.1","38,285.7","-38.82%","8.85%","20.12M","30.95M","18.53M","N/A","N/A","N/A","-0.138","-0.12","-0.12","0.017","0.038","N/A","N/A","46.60","464.92K","-1.47M","-3.23M","N/A","-329.54%","31-Dec","30-Jun-06","-84.59%","N/A","0.258","N/A","1.19M","N/A","N/A","N/A","N/A","6,000","","","0.00","3.50","-3.50"
"ALJ","18.05","29.12","42.97","-1.24","572,614","464,400","13.32%","8.85%","1.36B","46.81M","10.80M","0.16","0.60%","N/A","7.605","3.31","3.31","56.544","4.366","3.52","8.81","0.48","2.59B","221.08M","151.32M","5.85%","7.59%","31-Dec","30-Jun-06","18.30%","63.41%","2.198","0.088","204.35M","995.51K","2.20%","913.94K","1.4","1,039,000","28.56","28.07","-1.72","3.50","-5.22"
"ALK","28.22","38.79","41.09","1.66","534,605","385,171","30.72%","8.85%","1.55B","39.88M","37.48M","N/A","N/A","N/A","24.429001","1.04","1.04","99.828","27.668","1.61","37.26","0.49","3.18B","170.30M","33.60M","1.06%","0.61%","31-Dec","30-Jun-06","0.38%","4.27%","1.217","1.119","1.10B","2.34M","5.90%","2.34M","5.6","304,300","39.04","40.15","2.84","3.50","-0.66"
"ALKS","12.95","14.64","26.81","1.22","982,815","1,615,790","-16.40%","8.85%","1.48B","101.31M","99.05M","N/A","N/A","15-May-00","1.621","0.17","0.17","2.104","3.638","8.74","85.61","7.43","193.30M","43.19M","16.84M","8.71%","12.27%","31-Mar","30-Jun-06","3.84%","16.83%","4.668","0.879","368.54M","9.59M","9.70%","10.89M","10.8","1,784,951","15.10","16.80","11.26","3.50","7.76"
"ALL","50.22","62.05","62.61","0.9","2,283,170","2,782,490","14.52%","8.85%","39.06B","629.51M","628.18M","1.40","2.30%","02-Jul-98","32.654999","3.26","3.26","55.575","7.776","1.91","19.06","1.10","35.84B","3.51B","2.12B","5.90%","9.14%","31-Dec","30-Jun-06","1.31%","9.85%","0.549","0.268","4.89B","10.90M","1.70%","8.70M","5.7","3,366,700","62.67","61.36","-2.09","3.50","-5.59"
"ALLB","21.31","23.73","28.95","1.84","598.462","614.286","-11.78%","8.85%","81.65M","3.44M","N/A","0.36","1.50%","18-Apr-01","9.7","0.41","0.41","3.414","6.849","2.45","58.02","6.80","12.02M","N/A","1.44M","11.97%","31.01%","31-Dec","30-Jun-06","0.37%","4.22%","N/A","N/A","23.57M","1.05K","N/A","1.01K","5.3","0","","","0.00","3.50","-3.50"
"ALLI","3.26","4.19","19.41","3.16","428,249","193,957","-76.91%","8.85%","67.89M","16.20M","15.75M","N/A","N/A","N/A","6.188","0.21","0.21","11.581","1.737","0.67","20.24","0.41","165.09M","5.64M","3.11M","1.87%","1.60%","31-Dec","30-Jun-06","1.77%","3.92%","2.989","0.008","28.14M","1.06M","6.80%","1.08M","1.8","73,878","4.21","4.84","14.96","3.50","11.46"
"ALLN.OB","N/A","0.60","N/A","2.38","N/A","N/A","N/A","N/A","4.48M","7.47M","3.91M","N/A","N/A","N/A","-0.507","-0.11","-0.11","2.426","0.116","N/A","N/A","0.23","18.03M","1.38M","-788.00K","1.66%","5.33%","31-Dec","30-Jun-06","6.34%","4.47%","1.72","N/A","863.00K","0","N/A","0","0","200","","","0.00","3.50","-3.50"
"ALLP.OB","0.08","0.127","0.47","-0.16","92,093.8","50,428.6","-7.14%","8.85%","4.76M","37.48M","25.26M","N/A","N/A","18-Oct-01","-0.269","-0.073","-0.073","0.004","0.11","N/A","N/A","37.48","125.00K","-3.04M","-2.56M","N/A","-2447.20%","30-June","31-Mar-06","-30.82%","N/A","0.339","N/A","4.13M","0","N/A","0","0","61,600","","","0.00","3.50","-3.50"
"ALMI.OB","0.78","1.96","2.44","-2.46","100,857","97,557.1","90.29%","8.85%","96.90M","49.44M","47.63M","N/A","N/A","N/A","0.067","-0.07","-0.07","0.032","0.023","29.25","N/A","61.66","1.57M","-3.23M","-3.34M","-212.28%","-213.50%","31-Dec","30-Jun-06","-52.97%","-97.24%","5.92","0.069","1.12M","N/A","N/A","N/A","N/A","16,800","1.89","1.72","-8.99","3.50","-12.50"
