"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"CNET","1.03","1.16","5.24","0.77","26,528","14,078","-71.91%","-70.84%","20.42M","17.60M","8.81M","N/A","N/A","N/A","2.40","0.70","0.70","2.06","0.93","0.53","1.66","0.63","35.41M","15.69M","13.69M","40.63%","42.16%","Dec 31","Jun 30, 2011","22.77%","41.29%","5.44","0.32","16.45M","9.75K","0.10%","1.98K","0.60","8,595","1.0412","1.28","22.94","14.02","24632.71","8.92"
"CNGL","1.43","1.98","4.14","0.13","18,022","30,944","-31.72%","-30.65%","73.09M","36.92M","15.77M","N/A","N/A","N/A","2.61","0.63","0.63","2.38","1.55","0.69","3.16","0.76","87.62M","36.33M","24.32M","28.25%","38.41%","Mar 31","Jun 30, 2011","23.73%","30.19%","5.90","8.03","57.20M","5.71K","0.10%","6.16K","0.40","62,736","1.82","1.85","1.65","14.02","30343.04","-12.37"
"CNH","25.83","27.25","54.45","2.67","546,075","506,822","-30.48%","-29.41%","6.54B","240.00M","26.25M","N/A","N/A","Apr 1, 2003","33.87","3.18","3.18","71.86","18.30","0.80","8.57","0.38","17.12B","2.31B","764.00M","4.46%","10.96%","Dec 31","Jun 30, 2011","3.63%","10.09%","1.76","203.00","4.39B","675.81K","N/A","511.28K","1.00","250,776","23.60","37.18","57.54","14.02","17290658.00","43.53"
"CNI","61.82","65.27","81.26","0.96","1,143,450","1,478,630","1.19%","2.26%","29.42B","450.70M","407.73M","1.31","2.10%","Mar 1, 2006","24.76","4.76","4.76","18.15","0.38","2.58","13.72","3.45","8.34B","3.87B","2.20B","26.39%","36.43%","Dec 31","Jun 30, 2011","7.58%","19.57%","0.93","51.97","169.96M","2.42M","N/A","1.94M","1.80","1,540,301","64.89","78.42","20.85","14.02","70579684.98","6.83"
"CNIT","1.06","1.11","6.78","1.35","244,146","98,900","-75.44%","-74.37%","58.43M","52.64M","18.67M","N/A","N/A","N/A","4.34","0.62","0.62","3.05","0.18","0.27","1.79","0.38","159.86M","49.41M","32.59M","20.39%","23.93%","Dec 31","Jun 30, 2011","7.45%","14.85%","1.66","28.55","9.63M","1.24M","3.90%","1.35M","4.00","164,809","0.815","1.00","22.70","14.02","199888.53","8.68"
"CNK","15.34","19.99","22.09","1.17","1,157,800","1,305,880","25.09%","26.16%","2.28B","114.20M","83.00M","0.84","4.30%","N/A","9.35","1.19","1.19","19.47","4.82","2.08","16.80","1.01","2.19B","447.28M","135.25M","6.25%","13.42%","Dec 31","Jun 30, 2011","5.39%","13.59%","2.40","158.28","550.90M","4.14M","5.20%","4.13M","3.00","1,570,467","18.25","20.67","13.26","14.02","22645914.00","-0.76"
"CNL","29.05","34.83","36.14","0.41","584,362","858,367","18.59%","19.66%","2.13B","61.06M","59.84M","1.12","3.30%","May 22, 2001","22.86","2.78","2.78","18.61","2.66","1.49","12.54","1.84","1.13B","479.17M","169.44M","15.05%","26.15%","Dec 31","Jun 30, 2011","4.61%","12.74%","1.49","100.93","162.13M","3.84M","6.40%","3.86M","4.70","936,743","33.06","36.87","11.52","14.02","26107151.40","-2.49"
"CNMD","20.51","21.57","29.73","1.24","158,637","136,700","0.89%","1.96%","616.23M","28.57M","28.28M","N/A","N/A","Sep 10, 2001","21.59","1.16","1.16","25.52","0.85","0.96","18.58","0.82","722.96M","107.71M","33.40M","4.62%","9.65%","Dec 31","Jun 30, 2011","4.39%","5.59%","1.75","28.33","24.33M","2.11M","N/A","2.12M","10.50","192,376","21.72","26.27","20.95","14.02","5854604.28","6.93"
"CNO","5.22","5.55","8.34","2.75","3,391,550","3,670,190","-0.54%","0.53%","1.38B","249.43M","221.34M","N/A","N/A","N/A","18.30","1.13","1.13","16.77","2.69","0.31","4.93","0.34","4.21B","988.20M","331.00M","7.86%","11.54%","Dec 31","Jun 30, 2011","0.95%","7.57%","4.26","56.04","671.40M","24.11M","10.80%","22.63M","5.30","4,181,969","4.98","6.25","25.50","14.02","17432838.60","11.49"
"CNP","15.09","18.97","20.45","0.65","4,618,970","4,196,540","21.21%","22.28%","8.08B","425.86M","423.95M","0.79","4.20%","Dec 11, 1995","7.78","1.20","1.20","19.87","1.43","2.40","15.85","0.95","8.43B","2.16B","514.00M","6.10%","15.33%","Dec 31","Jun 30, 2011","4.12%","16.13%","0.87","274.28","607.00M","5.36M","1.30%","5.03M","0.90","3,938,711","19.18","20.84","8.65","14.02","88776663.08","-5.36"
"CNQ","29.25","29.40","52.04","1.64","3,862,330","4,094,480","-11.15%","-10.08%","32.25B","1.10B","1.04B","0.36","1.20%","Jun 1, 2010","19.02","1.14","1.14","11.27","0.01","1.58","25.88","2.67","12.30B","6.14B","1.25B","10.15%","16.84%","Dec 31","Jun 30, 2011","3.07%","6.05%","0.65","40.20","5.83M","6.89M","N/A","7.17M","1.40","4,195,733","27.59","35.35","28.13","14.02","169733045.43","14.11"
"CNQR","34.30","36.45","58.19","1.37","680,522","733,522","-29.71%","-28.64%","1.97B","53.99M","52.04M","N/A","N/A","N/A","13.08","0.13","0.13","6.27","10.31","2.74","280.38","5.82","331.82M","48.75M","7.08M","2.13%","6.33%","Sep 30","Jun 30, 2011","1.24%","1.10%","4.32","33.47","556.80M","6.12M","14.10%","7.15M","6.70","637,167","34.93","46.52","33.18","14.02","26208817.32","19.16"
"CNS","20.44","31.90","40.93","1.82","237,186","225,689","50.40%","51.47%","1.38B","43.15M","17.67M","0.60","1.90%","N/A","5.93","1.24","1.24","4.99","4.84","5.33","25.73","6.37","214.38M","73.58M","54.57M","25.45%","32.11%","Dec 31","Jun 30, 2011","14.20%","19.83%","12.07","N/A","209.02M","2.65M","N/A","2.45M","8.40","317,718","26.91","27.17","0.97","14.02","14965000.83","-13.05"
"CNSL","16.77","17.91","20.02","0.99","193,372","162,722","-2.66%","-1.59%","535.85M","29.92M","26.14M","1.55","8.80%","N/A","2.05","1.04","1.04","12.77","2.74","8.59","17.19","1.39","377.39M","153.05M","30.84M","8.31%","17.16%","Dec 31","Jun 30, 2011","3.36%","46.16%","1.97","1,364.72","82.02M","1.32M","5.10%","1.39M","5.70","116,585","17.00","18.88","11.06","14.02","4736438.00","-2.96"
"CNTF","1.81","1.90","6.96","0.93","405,174","362,700","-45.71%","-44.64%","100.57M","52.93M","24.49M","N/A","N/A","N/A","5.51","0.81","0.81","5.91","4.17","0.34","2.35","0.32","306.93M","50.05M","34.47M","11.23%","15.27%","Dec 31","Jun 30, 2011","9.50%","13.34%","6.63","0.10","220.55M","393.25K","N/A","359.41K","0.70","366,943","1.73","2.45","41.62","14.02","519629.72","27.60"
"CNTY","2.00","2.67","3.70","1.05","26,285","11,444","33.50%","34.57%","63.75M","23.88M","17.88M","N/A","N/A","N/A","4.78","0.09","0.09","2.83","0.83","0.55","29.67","0.94","66.73M","7.88M","2.16M","3.24%","2.19%","Dec 31","Jun 30, 2011","0.68%","1.95%","2.04","9.43","19.76M","77.67K","0.40%","66.83K","2.80","4,150","2.40","2.55","6.25","14.02","64720.80","-7.77"
"CNU","3.76","6.22","6.42","0.79","930,137","462,789","56.68%","57.75%","378.41M","60.84M","32.67M","N/A","N/A","N/A","2.67","0.38","0.38","5.50","0.83","2.34","16.37","1.14","333.46M","44.04M","23.91M","7.17%","11.97%","Jun 30","Jun 30, 2011","14.90%","16.05%","7.11","0.20","50.48M","2.31M","7.10%","2.08M","3.80","532,934","6.35","0.00","-100.00","14.02","9815988.75","-114.02"
"CNVO","7.01","8.36","13.00","N/A","88,135","57,833","-6.59%","-5.52%","152.86M","18.28M","9.47M","N/A","N/A","N/A","3.44","0.14","0.14","4.16","2.72","2.38","58.87","2.03","73.75M","6.40M","2.90M","3.83%","4.25%","Dec 31","Jun 30, 2011","2.44%","4.80%","3.06","N/A","49.68M","446.36K","N/A","415.22K","4.50","23,305","8.05","9.59","19.13","14.02","826976.50","5.11"
"CNW","21.32","22.53","42.38","2.11","963,368","1,063,490","-24.70%","-23.63%","1.25B","55.57M","54.99M","0.40","1.80%","Jun 3, 1986","15.69","0.55","0.55","92.55","8.45","1.39","41.19","0.24","5.08B","337.39M","30.50M","0.60%","2.92%","Dec 31","Jun 30, 2011","3.04%","3.54%","1.67","94.59","469.41M","1.75M","4.10%","1.38M","1.30","636,387","21.13","29.47","39.47","14.02","30116335.44","25.45"
"CNX","33.26","34.09","56.32","1.53","4,509,600","5,039,860","-6.35%","-5.28%","7.73B","226.74M","225.88M","0.40","1.20%","Jun 1, 2006","14.20","1.97","1.97","25.15","0.12","2.44","17.29","1.38","5.69B","1.53B","449.38M","7.90%","13.92%","Dec 31","Jun 30, 2011","4.15%","14.41%","0.75","110.09","26.52M","6.21M","3.60%","4.15M","1.10","7,676,030","31.70","42.76","34.89","14.02","178163510.00","20.87"
"CNY","none","40.50","none","none","none","none","none","none","0.52%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","29,116","40.595","40.6765","0.20","14.02","787705.38","-13.82"
"CO","2.90","3.00","5.79","0.33","35,174","42,411","-45.26%","-44.19%","225.78M","75.26M","36.78M","N/A","N/A","N/A","2.29","0.25","0.25","0.77","1.34","1.31","12.10","4.06","55.58M","N/A","17.86M","32.13%","36.93%","Mar 31","Jun 30, 2011","6.03%","12.44%","3.12","3.99","100.66M","469.57K","N/A","481.26K","14.90","23,284","3.00","2.50","-16.67","14.02","73788.00","-30.68"
"COBK","9.40","12.00","13.09","0.92","6,429","11,222","20.85%","21.92%","48.17M","4.01M","3.28M","N/A","N/A","N/A","17.89","0.77","0.77","4.19","3.58","0.66","15.60","2.85","16.77M","N/A","3.08M","18.35%","30.88%","Dec 31","Jun 30, 2011","0.52%","5.11%","N/A","N/A","14.37M","3.68K","0.10%","1.70K","0.50","9,998","12.26","12.30","0.33","14.02","11034.00","-13.69"
"COBR","1.96","3.48","4.38","2.44","10,739","18,211","59.63%","60.70%","22.76M","6.54M","5.51M","N/A","N/A","N/A","5.16","0.46","0.46","17.72","0.23","0.65","7.65","0.19","115.03M","5.87M","3.00M","2.61%","2.40%","Dec 31","Jun 30, 2011","2.49%","9.31%","1.80","47.04","1.48M","8.79K","0.10%","7.46K","1.00","6,772","3.1708","3.60","13.54","14.02","42060.66","-0.48"
"COBZ","4.36","4.47","7.02","0.62","112,005","103,544","-22.26%","-21.19%","164.25M","36.74M","26.74M","0.04","0.90%","May 4, 2004","5.69","-0.30","-0.30","3.19","1.51","0.78","N/A","1.40","116.67M","N/A","-10.89M","-6.09%","24.42%","Dec 31","Jun 30, 2011","-0.29%","-3.32%","N/A","N/A","55.40M","2.26M","7.00%","2.40M","17.00","81,698","4.29","5.26","22.61","14.02","682011.33","8.59"
"COCO","1.57","1.76","7.35","0.52","2,455,190","1,892,910","-72.06%","-70.99%","149.23M","84.79M","77.08M","N/A","N/A","Mar 24, 2004","6.68","-1.30","-1.30","21.89","1.27","0.26","N/A","0.08","1.87B","209.01M","-109.69M","-5.95%","7.33%","Jun 30","Jun 30, 2011","6.60%","-17.47%","1.89","58.72","107.43M","23.73M","30.20%","22.93M","7.50","2,182,633","1.40","1.91","36.43","14.02","3813637.80","22.41"
"CODE","12.52","13.15","21.60","0.78","486,189","588,656","-8.87%","-7.80%","812.96M","61.82M","14.22M","N/A","N/A","N/A","9.84","0.34","0.34","30.22","3.49","1.29","39.02","0.64","1.66B","356.47M","16.73M","1.11%","12.72%","Dec 31","Jun 30, 2011","6.99%","9.86%","0.71","694.53","192.00M","2.06M","4.00%","2.03M","4.40","521,160","11.60","10.29","-11.29","14.02","8369226.00","-25.31"
"CODI","11.21","12.18","18.58","0.97","278,709","215,900","-22.62%","-21.55%","569.10M","46.72M","37.67M","1.44","12.20%","N/A","9.74","-0.71","-0.71","39.04","0.20","1.21","N/A","0.31","1.75B","128.10M","-31.92M","-1.82%","4.73%","Dec 31","Jun 30, 2011","5.38%","-4.91%","1.83","16.08","9.24M","1.63M","4.10%","1.55M","4.10","268,300","11.51","13.06","13.47","14.02","3765358.38","-0.55"
"COF","35.94","40.94","56.26","1.81","7,218,600","7,030,860","4.04%","5.11%","18.66B","455.80M","451.51M","0.20","0.50%","Jun 2, 1999","62.92","7.47","7.47","29.69","17.67","0.65","5.48","1.38","13.47B","N/A","3.50B","25.43%","37.46%","Dec 31","Jun 30, 2011","1.76%","12.96%","N/A","N/A","8.05B","32.42M","8.20%","30.82M","3.90","6,603,748","37.75","45.66","20.95","14.02","250260189.75","6.94"
"COG","27.81","61.11","78.94","1.15","2,188,720","3,130,510","113.00%","114.07%","6.39B","104.49M","103.00M","0.12","0.20%","Apr 2, 2007","18.86","1.14","1.14","8.43","0.38","3.43","53.61","7.71","877.17M","541.20M","120.57M","13.75%","18.59%","Dec 31","Jun 30, 2011","2.51%","6.33%","0.82","55.69","39.31M","4.44M","N/A","4.52M","2.10","2,929,493","58.58","77.72","32.67","14.02","94166178.40","18.66"
"COGO","2.24","2.29","9.55","0.83","501,189","207,167","-63.54%","-62.47%","78.42M","34.25M","16.32M","N/A","N/A","Jan 14, 2005","7.79","0.47","0.47","12.32","2.50","0.30","4.90","0.17","465.13M","22.73M","18.06M","3.88%","3.75%","Dec 31","Jun 30, 2011","2.87%","7.22%","2.71","32.10","85.53M","1.18M","5.10%","1.06M","1.70","69,578","2.01","2.40","19.40","14.02","160223.13","5.39"
"COH","41.67","56.77","69.20","1.58","4,190,390","3,769,360","33.77%","34.84%","16.41B","289.02M","285.51M","0.90","1.70%","Apr 5, 2005","5.59","2.92","2.92","14.10","2.43","9.75","19.44","3.79","4.16B","1.43B","880.80M","21.18%","31.38%","Jul 2","Jul 2, 2011","31.97%","56.50%","2.45","1.50","702.04M","5.53M","1.90%","3.79M","0.90","3,233,630","50.58","65.07","28.65","14.02","249961959.54","14.63"
"COHR","38.38","43.09","65.60","1.17","215,480","226,156","8.73%","9.80%","1.08B","25.04M","24.89M","N/A","N/A","Mar 2, 1998","26.52","2.81","2.81","30.55","10.68","1.62","15.31","1.41","761.27M","125.15M","71.71M","9.42%","12.76%","Oct 2","Jul 2, 2011","7.12%","11.63%","3.67","0.01","267.44M","924.01K","3.70%","987.18K","3.70","197,559","40.50","50.97","25.85","14.02","6881436.00","11.84"
"COHU","9.67","10.08","17.35","1.58","75,208","57,833","-21.74%","-20.67%","243.39M","24.15M","22.55M","0.24","2.40%","Sep 27, 1999","12.20","1.17","1.17","14.76","4.20","0.83","8.64","0.69","353.56M","43.38M","28.66M","8.11%","9.26%","Dec 25","Jun 25, 2011","5.75%","10.47%","4.25","N/A","101.39M","763.61K","3.70%","708.02K","9.50","50,617","9.30","11.09","19.25","14.02","662820.30","5.23"
"COKE","50.75","55.60","76.32","0.40","32,666","28,267","8.02%","9.09%","511.91M","9.21M","4.58M","1.00","1.80%","N/A","15.46","3.95","3.95","166.69","2.84","3.61","14.08","0.34","1.53B","160.06M","36.37M","2.37%","6.53%","Jan 2","Jul 3, 2011","4.67%","20.40%","1.52","299.06","26.17M","166.22K","3.60%","159.35K","3.90","18,508","52.08","56.12","7.76","14.02","1601199.60","-6.26"
"COL","43.82","51.55","67.29","1.22","2,048,880","3,244,170","-10.63%","-9.56%","7.92B","153.67M","143.01M","0.96","1.90%","N/A","10.84","3.87","3.87","31.03","1.74","4.77","13.32","1.65","4.82B","1.00B","609.00M","12.65%","17.84%","Sep 30","Jun 30, 2011","10.90%","37.45%","1.91","34.95","268.00M","4.98M","N/A","4.47M","2.10","2,178,874","51.09","55.83","9.28","14.02","222193884.12","-4.74"
"COLB","14.01","14.86","22.14","1.18","266,335","230,978","-20.66%","-19.59%","586.91M","39.50M","38.76M","0.24","1.70%","May 10, 2004","18.43","0.74","0.74","4.66","7.09","0.79","20.19","3.15","181.92M","N/A","29.22M","17.71%","28.63%","Dec 31","Jun 30, 2011","0.74%","4.29%","N/A","N/A","279.98M","3.62M","N/A","3.29M","11.60","317,578","13.73","19.07","38.89","14.02","3953100.41","24.88"
"COLM","45.99","49.52","70.64","1.08","155,763","133,733","-13.41%","-12.34%","1.68B","34.00M","12.27M","0.88","1.80%","Jun 5, 2001","29.88","2.28","2.28","46.25","8.77","1.60","21.76","1.04","1.56B","145.84M","77.62M","4.97%","6.71%","Dec 31","Jun 30, 2011","5.19%","7.78%","3.96","N/A","298.27M","930.16K","7.70%","1.06M","4.30","86,941","43.24","53.74","24.28","14.02","13460093.12","10.27"
"CONM","2.71","3.79","3.95","0.10","43,639","8,056","28.47%","29.54%","49.53M","13.07M","8.08M","N/A","N/A","N/A","1.46","0.07","0.07","5.01","1.12","2.59","57.42","0.77","64.13M","3.68M","1.18M","1.84%","4.28%","Dec 31","Jun 30, 2011","6.62%","6.63%","2.54","N/A","14.62M","82.43K","N/A","187.24K","2.20","5,500","3.77","3.80","0.80","14.02","1812476.51","-13.22"
"CONN","3.12","7.22","9.98","1.43","279,168","237,178","65.98%","67.05%","230.16M","31.88M","14.25M","N/A","N/A","N/A","11.31","-0.28","-0.28","27.40","0.26","0.63","N/A","0.30","753.18M","34.14M","-7.85M","-1.04%","2.27%","Jan 31","Jul 31, 2011","1.29%","-2.22%","4.27","82.99","8.28M","3.75M","26.30%","3.73M","17.50","197,263","6.19","9.21","48.79","14.02","1432972.62","34.77"
"COO","44.77","79.48","84.20","1.12","504,283","607,567","73.46%","74.53%","3.79B","47.73M","47.01M","0.06","0.10%","Nov 25, 2002","39.54","3.48","3.48","27.66","0.17","1.99","22.86","2.92","1.28B","325.36M","166.99M","13.01%","17.95%","Oct 31","Jul 31, 2011","5.63%","9.59%","2.29","23.80","7.87M","819.50K","1.80%","1.26M","1.40","377,687","74.01","69.30","-6.36","14.02","38404085.04","-20.38"
"COOL","0.49","2.19","4.53","1.51","1,473,100","1,385,230","217.39%","218.46%","85.09M","38.86M","34.42M","N/A","N/A","Dec 31, 2004","0.69","0.24","0.24","3.25","0.51","3.15","9.09","0.68","123.54M","14.91M","9.20M","7.45%","11.85%","Oct 31","Jul 31, 2011","28.93%","45.72%","3.03","N/A","19.67M","1.96M","5.60%","1.76M","1.70","407,993","2.04","3.37","65.20","14.02","2791997.04","51.18"
"COP","55.35","62.51","81.80","1.23","11,873,500","10,345,400","10.91%","11.98%","85.83B","1.37B","1.37B","2.64","4.20%","Jun 2, 2005","51.03","7.93","7.93","146.20","5.93","1.23","7.89","0.41","210.76B","28.78B","11.53B","5.47%","9.46%","Dec 31","Jun 30, 2011","8.00%","16.97%","1.18","39.48","8.14B","23.02M","N/A","19.49M","1.80","9,172,077","60.99","69.65","14.20","14.02","703357843.53","0.18"
"COPX","none","12.07","none","none","none","none","none","none","-14.41%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Global X Funds","60.11M","none","none","none","none","none","none","none","none","none","232,263","10.84","14.80","36.53","14.02","2374155.12","22.52"
"COR","12.25","14.19","17.96","N/A","150,555","114,411","-12.68%","-11.61%","276.04M","19.45M","19.18M","0.52","3.70%","N/A","11.49","-0.40","-0.40","6.54","1.61","1.21","N/A","2.01","134.94M","45.44M","-8.29M","-7.30%","-11.07%","Dec 31","Jun 30, 2011","N/A","N/A","1.49","17.51","31.32M","757.62K","4.50%","781.03K","5.10","73,616","13.00","16.65","28.08","14.02","2680652.00","14.06"
"CORE","30.14","31.99","38.69","1.15","67,806","55,789","3.23%","4.30%","364.97M","11.41M","10.38M","N/A","N/A","N/A","32.77","1.60","1.60","514.05","1.70","0.99","20.02","0.06","5.73B","55.40M","18.60M","0.32%","0.60%","Dec 31","Jun 30, 2011","2.80%","5.19%","1.97","25.64","19.40M","531.78K","N/A","452.26K","5.80","100,260","29.86","33.49","12.16","14.02","2924189.80","-1.86"
"CORN","none","42.45","none","none","none","none","none","none","28.68%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Teucrium","130.22M","none","none","none","none","none","none","none","none","none","158,704","39.86","43.39","8.86","14.02","8988469.86","-5.16"
"CORP","none","102.70","none","none","none","none","none","none","5.10%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","4,823","101.80","103.74","1.91","14.02","476729.40","-12.11"
"CORT","2.51","2.79","5.07","0.80","250,037","151,233","-20.51%","-19.44%","234.93M","84.20M","50.81M","N/A","N/A","N/A","0.58","-0.39","-0.39","N/A","0.62","4.43","N/A","N/A","N/A","-30.89M","-30.18M","N/A","N/A","Dec 31","Jun 30, 2011","-43.48%","-73.52%","13.66","N/A","52.23M","2.58M","4.90%","2.55M","12.70","85,520","2.81","3.17","12.81","14.02","541009.30","-1.20"
"COSI","0.56","0.68","1.68","2.30","157,345","42,367","-18.07%","-17.00%","35.09M","51.61M","32.73M","N/A","N/A","N/A","0.18","-0.12","-0.12","2.01","0.16","3.54","N/A","0.32","103.08M","-1.36M","-6.65M","-6.46%","-5.47%","Dec 27","Jun 27, 2011","-11.43%","-54.35%","0.97","0.27","8.28M","1.22M","N/A","1.23M","9.00","47,700","0.75","0.6806","-9.25","14.02","120367.50","-23.27"
"COST","61.90","83.37","86.34","0.77","2,748,530","3,092,610","30.16%","31.23%","36.50B","437.81M","433.26M","0.96","1.20%","Jan 14, 2000","27.33","3.20","3.20","194.61","14.20","3.04","26.04","0.43","84.86B","3.20B","1.42B","1.67%","2.79%","Aug 29","May 8, 2011","5.82%","12.58%","1.13","17.13","6.22B","8.77M","2.30%","6.19M","2.40","2,827,358","81.63","83.25","1.98","14.02","257887046.97","-12.03"
"COT","6.81","7.02","9.08","2.78","561,322","414,567","-15.93%","-14.86%","661.12M","94.18M","70.35M","N/A","N/A","Jul 26, 1993","6.06","0.57","0.57","23.69","0.26","1.18","12.21","0.31","2.19B","207.70M","54.20M","2.48%","5.35%","Jan 1","Jul 2, 2011","5.92%","11.56%","1.76","107.53","24.00M","758.28K","1.00%","742.86K","1.20","729,946","6.66","7.08","6.31","14.02","3040809.48","-7.71"
"COV","38.85","45.56","57.65","0.80","4,675,050","4,886,990","15.34%","16.41%","22.48B","493.44M","489.20M","0.80","1.80%","N/A","20.78","3.72","3.72","22.50","3.56","2.15","12.25","1.98","11.17B","3.01B","1.81B","16.66%","21.75%","Sep 24","Jun 24, 2011","7.88%","19.07%","2.43","40.67","1.76B","5.67M","1.10%","2.96M","1.00","4,932,369","42.45","47.04","10.81","14.02","196606750.50","-3.20"
"COW","none","29.27","none","none","none","none","none","none","-6.54%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iPath","85.29M","none","none","none","none","none","none","none","none","none","26,295","31.10","30.37","-2.35","14.02","5475683.70","-16.36"
"COWN","2.75","2.83","5.04","1.13","522,231","426,011","-12.38%","-11.31%","325.83M","115.14M","79.43M","N/A","N/A","N/A","5.54","0.12","0.12","3.24","10.26","0.51","24.40","1.34","242.12M","N/A","8.88M","3.67%","-43.96%","Dec 31","Jun 30, 2011","1.49%","2.98%","1.36","23.51","1.18B","5.95M","19.00%","5.60M","10.80","353,013","2.55","2.72","6.67","14.02","1233368.70","-7.35"
"COY","none","6.71","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","69,815","6.51","6.87","5.53","14.02","471551.85","-8.49"
"CP","44.74","47.24","69.92","1.29","850,280","1,267,000","-24.32%","-23.25%","8.00B","169.44M","169.20M","1.17","2.60%","Jun 10, 1985","28.74","3.12","3.12","28.76","1.54","1.56","15.13","1.56","4.86B","1.37B","529.11M","10.88%","19.47%","Dec 31","Jun 30, 2011","4.47%","11.02%","0.87","83.88","260.09M","3.45M","N/A","3.79M","3.50","2,379,102","46.05","61.88","34.38","14.02","144711664.50","20.36"
"CPA","46.97","62.39","72.86","1.14","284,188","339,311","23.54%","24.61%","2.74B","43.96M","32.69M","1.64","2.60%","N/A","26.84","7.29","7.29","36.90","9.95","2.36","8.56","1.71","1.63B","431.79M","321.43M","19.75%","22.29%","Dec 31","Jun 30, 2011","9.06%","31.25%","1.16","88.04","437.21M","248.70K","0.80%","366.86K","0.70","567,459","58.52","69.07","18.03","14.02","34171232.48","4.01"
"CPB","29.69","31.26","36.99","0.28","2,986,760","2,521,480","-13.74%","-12.67%","10.03B","321.00M","156.29M","1.16","3.80%","Mar 18, 1997","3.41","2.42","2.42","23.68","1.51","9.02","12.92","1.28","7.72B","1.61B","805.00M","10.43%","17.55%","Jul 31","Jul 31, 2011","12.89%","79.21%","0.99","281.39","484.00M","12.08M","6.50%","13.80M","3.10","4,078,591","32.66","33.25","1.81","14.02","168372816.52","-12.21"
"CPBC","4.35","4.51","5.99","0.64","5,583","4,878","-7.20%","-6.13%","34.70M","7.69M","6.48M","N/A","N/A","Sep 22, 2010","9.63","0.46","0.46","3.32","8.36","0.49","9.83","1.43","25.25M","N/A","3.57M","16.42%","29.36%","Dec 31","Jun 30, 2011","0.62%","5.16%","N/A","N/A","64.31M","1.93K","N/A","2.09K","0.40","20,885","4.64","4.60","-0.86","14.02","0.00","-14.88"
"CPBK","2.45","2.75","3.99","0.46","5,894","2,444","-2.14%","-1.07%","27.66M","10.06M","7.11M","N/A","N/A","Oct 31, 2007","4.90","-0.66","-0.66","1.29","7.58","0.58","N/A","2.22","12.90M","N/A","-6.63M","-51.42%","-31.81%","Dec 31","Jun 30, 2011","-0.95%","-12.62%","N/A","N/A","76.23M","23.09K","0.30%","18.78K","3.60","395","2.622","2.70","2.97","14.02","19402.80","-11.04"
"CPE","3.77","4.26","9.36","2.72","527,088","606,689","12.40%","13.47%","167.76M","39.38M","37.83M","N/A","N/A","Sep 19, 1994","3.00","0.79","0.79","3.28","1.32","1.46","5.41","1.61","107.21M","72.93M","26.37M","24.60%","26.96%","Dec 31","Jun 30, 2011","7.22%","39.83%","2.73","107.56","52.02M","1.59M","N/A","1.45M","2.50","639,268","3.27","4.71","44.04","14.02","2386655.28","30.02"
"CPF","9.47","10.47","53.00","0.68","140,369","88,967","-66.66%","-65.59%","437.00M","41.74M","22.14M","N/A","N/A","Feb 3, 2011","10.15","1.11","1.11","5.63","10.87","0.98","9.45","4.69","88.90M","N/A","17.86M","-69.49%","-52.63%","Dec 31","Jun 30, 2011","-1.47%","-20.58%","N/A","N/A","453.62M","738.27K","N/A","703.02K","5.60","82,463","9.46","12.19","28.86","14.02","1049435.64","14.84"
"CPGI","0.84","0.90","4.20","N/A","76,314","30,533","N/A","none","35.51M","39.46M","18.35M","N/A","N/A","N/A","2.38","0.44","0.44","3.59","0.61","0.37","2.05","0.27","128.69M","20.47M","15.75M","12.24%","13.24%","Dec 31","Jun 30, 2011","9.88%","22.23%","2.22","12.70","24.12M","3.98K","N/A","2.54K","0.10","2,000","0.759","0.6701","-11.71","14.02","55581.57","-25.73"
"CPHD","17.45","37.82","40.98","1.48","719,994","729,278","100.53%","101.60%","2.37B","62.70M","61.31M","N/A","N/A","N/A","2.91","0.04","0.04","3.97","1.57","12.28","922.44","9.24","242.03M","21.07M","2.58M","1.07%","1.81%","Dec 31","Jun 30, 2011","1.24%","1.61%","3.13","3.25","98.25M","7.38M","14.10%","7.24M","9.70","1,211,227","37.84","35.88","-5.18","14.02","30266967.28","-19.20"
