"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"BWOW","0.91","0.92","5.40","-0.09","131,378","59,878","-73.56%","-72.49%","7.32M","7.95M","2.63M","N/A","N/A","N/A","2.79","0.38","0.38","4.38","0.54","0.37","2.45","0.23","34.80M","4.24M","2.91M","8.37%","10.99%","Dec 31","Jun 30, 2011","N/A","N/A","1.72","24.41","4.32M","4.02K","0.10%","11.41K","0.00","86,269","0.76","0.831","9.34","14.02","21909.28","-4.67"
"BWOWU","1.14","1.14","7.99","N/A","1,826","789","-85.73%","-84.66%","N/A","NaN","N/A","N/A","N/A","N/A","0.00","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","300","1.1399","0.97","-14.90","14.02","0.00","-28.92"
"BWOWW","0.02","0.06","0.55","N/A","46,759","42,133","-81.82%","-80.75%","N/A","NaN","N/A","N/A","N/A","N/A","0.00","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3,300","0.0531","0.05","-5.84","14.02","0.00","-19.85"
"BWP","23.54","25.28","34.23","0.05","416,286","440,844","-21.30%","-20.23%","5.02B","198.59M","175.56M","2.10","8.20%","N/A","16.33","1.12","1.12","5.86","0.27","1.56","22.51","4.47","1.13B","645.00M","216.90M","21.45%","37.18%","Dec 31","Jun 30, 2011","3.84%","7.34%","1.09","94.41","53.90M","1.08M","1.60%","897.20K","1.80","256,293","24.81","28.58","15.20","14.02","9874553.67","1.18"
"BWX","none","60.25","none","none","none","none","none","none","8.80%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","State Street Global Advisors","1.57B","none","none","none","none","none","none","none","none","none","104,844","59.35","61.11","2.97","14.02","12607008.30","-11.05"
"BWZ","none","37.31","none","none","none","none","none","none","7.32%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","State Street Global Advisors","265.77M","none","none","none","none","none","none","none","none","none","33,037","36.7801","38.5701","4.87","14.02","940246.48","-9.15"
"BX","10.92","12.07","19.63","2.37","4,484,430","4,308,610","4.96%","6.03%","5.75B","476.53M","248.17M","0.40","3.20%","N/A","9.63","0.17","0.17","10.09","1.29","1.28","69.37","1.38","4.27B","N/A","73.61M","1.72%","10.11%","Dec 31","Jun 30, 2011","2.83%","6.70%","1.57","100.37","612.46M","7.00M","1.70%","10.29M","1.10","3,304,284","11.31","14.71","30.06","14.02","55769067.12","16.05"
"BXC","1.41","1.67","4.35","2.53","105,872","67,456","-57.93%","-56.86%","103.22M","61.81M","24.77M","N/A","N/A","N/A","-0.58","-1.85","-1.85","55.90","0.10","N/A","N/A","0.05","1.72B","-15.82M","-57.20M","-3.32%","-1.60%","Jan 1","Jul 2, 2011","-2.69%","-763.94%","1.65","N/A","6.11M","240.10K","2.00%","263.36K","2.60","29,241","1.35","1.58","17.04","14.02","90228.60","3.02"
"BXDB","none","92.86","none","none","none","none","none","none","2.18%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Barclays Bank PLC","5.96M","none","none","none","none","none","none","none","none","none","9,800","93.82","80.26","-14.45","14.02","206404.00","-28.47"
"BXDC","none","57.39","none","none","none","none","none","none","4.53%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Barclays Bank PLC","2.72M","none","none","none","none","none","none","none","none","none","6,000","60.75","40.74","-32.94","14.02","196526.25","-46.95"
"BXG","1.87","1.98","4.73","2.85","72,554","34,122","-27.47%","-26.40%","62.16M","31.39M","14.93M","N/A","N/A","N/A","8.34","-2.08","-2.08","12.20","2.14","0.25","N/A","0.17","380.28M","90.73M","-35.66M","-16.98%","20.10%","Dec 31","Jun 30, 2011","3.81%","-8.41%","6.92","253.22","67.12M","258.82K","N/A","277.91K","6.60","82,352","2.15","2.26","5.12","14.02","26159.05","-8.90"
"BXP","81.02","92.42","112.84","1.45","1,446,710","1,647,770","7.74%","8.81%","13.58B","146.90M","144.61M","2.00","2.20%","N/A","32.50","1.03","1.03","11.78","5.31","2.85","89.99","8.13","1.67B","1.03B","145.89M","8.73%","39.07%","Dec 31","Jun 30, 2011","3.06%","3.23%","2.52","147.28","780.58M","10.32M","7.50%","9.90M","5.50","1,772,979","84.72","98.99","16.84","14.02","214590422.64","2.83"
"BXS","8.67","8.82","16.75","0.73","1,190,790","1,135,970","-36.27%","-35.20%","736.36M","83.49M","72.18M","0.04","0.40%","May 18, 1998","14.93","0.47","0.47","6.50","6.13","0.60","18.77","1.37","542.60M","N/A","39.44M","7.27%","11.29%","Dec 31","Jun 30, 2011","0.29%","3.17%","N/A","N/A","511.44M","12.61M","16.00%","12.05M","10.20","1,543,228","8.34","9.77","17.15","14.02","8936243.28","3.13"
"BXUB","none","57.22","none","none","none","none","none","none","-5.01%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Barclays Bank PLC","7.03M","none","none","none","none","none","none","none","none","none","20,308","53.60","76.645","42.99","14.02","489207.20","28.98"
"BXUC","none","110.56","none","none","none","none","none","none","-3.52%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","Barclays Bank PLC","134.19M","none","none","none","none","none","none","none","none","none","19,600","104.16","133.63","28.29","14.02","1884046.08","14.28"
"BYD","4.91","5.17","12.78","2.57","2,300,060","1,936,610","-24.19%","-23.12%","446.11M","86.29M","61.34M","N/A","N/A","N/A","13.86","-0.09","-0.09","26.30","2.04","0.38","N/A","0.20","2.29B","411.31M","-7.98M","-0.35%","9.11%","Dec 31","Jun 30, 2011","2.35%","-1.03%","0.33","245.69","175.78M","13.46M","N/A","13.49M","4.70","2,112,477","4.48","6.48","44.64","14.02","12969850.88","30.63"
"BYFC","1.23","1.43","3.77","1.02","675","922","-40.17%","-39.10%","2.49M","1.74M","1.39M","N/A","N/A","Dec 2, 2002","9.73","-1.67","-1.67","7.38","10.24","0.16","N/A","0.21","12.86M","N/A","-2.90M","-13.76%","6.04%","Dec 31","Jun 30, 2011","-0.35%","-5.54%","N/A","N/A","17.86M","1.20K","0.10%","1.24K","1.20","100","1.50","1.76","17.33","14.02","0.00","3.32"
"BYI","26.85","27.02","44.46","1.52","682,529","467,378","-17.01%","-15.94%","1.20B","44.35M","43.08M","N/A","N/A","Apr 9, 2002","4.83","1.81","1.81","14.59","1.50","5.59","14.90","1.58","758.16M","223.21M","98.67M","12.96%","19.99%","Jun 30","Jun 30, 2011","10.29%","25.89%","2.95","242.57","66.43M","3.76M","N/A","4.32M","3.90","631,928","25.15","36.27","44.21","14.02","20109537.60","30.20"
"BYM","none","14.13","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","28,687","14.12","14.22","0.71","14.02","929731.40","-13.31"
"BZC","6.58","8.40","11.61","0.54","10,337","7,833","21.92%","22.99%","79.54M","9.47M","2.89M","N/A","N/A","N/A","3.63","0.53","0.53","8.48","1.10","2.39","15.88","1.03","79.91M","11.54M","5.03M","6.30%","11.71%","Mar 31","Jun 30, 2011","7.50%","16.00%","2.89","31.13","10.45M","3.98K","0.10%","6.92K","0.40","15,003","8.82","9.09","3.06","14.02","18963.00","-10.95"
"BZF","none","25.03","none","none","none","none","none","none","9.19%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","WisdomTree Trust","481.25M","none","none","none","none","none","none","none","none","none","143,897","24.29","26.94","10.91","14.02","3217040.47","-3.11"
"BZH","1.48","1.64","6.23","4.90","2,384,080","1,730,640","-60.77%","-59.70%","121.62M","74.16M","58.00M","N/A","N/A","Mar 23, 2005","3.25","-3.02","-3.02","9.40","3.70","0.49","N/A","0.17","694.93M","-85.01M","-215.27M","-31.83%","-13.71%","Sep 30","Jun 30, 2011","-3.01%","-61.88%","7.32","617.81","274.64M","13.67M","N/A","13.71M","4.00","1,614,743","1.45","2.15","48.28","14.02","2765116.65","34.26"
"BZM","13.74","15.16","17.32","0.12","5,826","2,778","-7.45%","-6.38%","31.26M","2.06M","N/A","0.95","6.40%","N/A","14.03","0.34","0.34","Closed-End Fund - Debt","N/A","1.06","45.12","12.34","Financial","N/A","692.34K","30.57%","83.92%","Aug 31","Feb 28, 2011","2.76%","1.67%","0.35","3.37","N/A","4.94K","N/A","2.13K","1.10","2,620","15.25","15.60","2.30","14.02","5459.50","-11.72"
"BZQ","none","24.91","none","none","none","none","none","none","15.27%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","ProShares","10.41M","none","none","none","none","none","none","none","none","none","128,784","27.21","17.31","-36.38","14.02","9810592.71","-50.40"
"BZU","none","9.45","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","1,154","8.75","10.46","19.54","14.02","5250.00","5.53"
"C","23.19","24.98","51.50","2.65","47,864,200","49,839,900","-35.95%","-34.88%","72.89B","2.92B","2.91B","0.04","0.20%","May 9, 2011","60.33","3.24","3.24","21.76","273.56","0.40","7.72","1.11","63.07B","N/A","9.83B","15.57%","20.41%","Dec 31","Jun 30, 2011","0.53%","6.15%","N/A","N/A","798.23B","63.37M","2.20%","54.89M","1.00","56,336,810","23.11","31.59","36.69","14.02","1589879257.60","22.68"
"CA","18.61","19.95","25.68","0.93","5,049,450","4,357,960","-5.67%","-4.60%","10.07B","504.70M","377.12M","0.20","1.00%","Nov 28, 1997","11.47","1.66","1.66","8.98","5.66","1.73","12.01","2.22","4.52B","1.59B","819.00M","18.82%","28.94%","Mar 31","Jun 30, 2011","7.07%","15.34%","1.16","22.84","2.86B","17.20M","4.50%","18.37M","3.00","4,707,362","18.99","21.66","14.06","14.02","109216446.39","0.04"
"CAAS","4.03","5.21","17.98","2.43","193,072","138,211","-65.47%","-64.40%","146.31M","28.08M","8.11M","N/A","N/A","N/A","5.36","0.88","0.88","12.75","1.97","0.94","5.91","0.40","350.13M","54.98M","45.64M","14.92%","12.51%","Dec 31","Jun 30, 2011","6.80%","35.48%","1.65","14.01","55.43M","756.36K","9.30%","755.55K","4.30","143,123","4.55","5.25","15.38","14.02","257534.55","1.37"
"CAB","17.70","21.37","32.37","1.05","546,712","463,756","15.89%","16.96%","1.48B","69.48M","46.83M","N/A","N/A","N/A","15.66","1.78","1.78","39.77","5.55","1.27","12.03","0.51","2.72B","281.32M","125.53M","4.61%","7.75%","Jan 1","Jul 2, 2011","2.77%","12.46%","2.12","213.04","385.33M","5.73M","13.30%","5.91M","8.90","564,703","19.66","24.92","26.75","14.02","11132809.22","12.74"
"CAC","24.58","25.65","39.63","0.97","16,232","14,178","-24.20%","-23.13%","196.92M","7.68M","7.44M","1.00","4.00%","Dec 7, 1998","28.42","3.56","3.56","11.92","4.16","0.89","7.21","2.12","91.33M","N/A","27.28M","29.87%","47.17%","Dec 31","Jun 30, 2011","1.18%","13.05%","N/A","N/A","31.95M","252.63K","3.40%","224.57K","14.60","7,672","25.80","29.68","15.04","14.02","508750.20","1.02"
"CACB","4.10","6.15","12.58","1.75","33,251","21,256","9.82%","10.89%","289.65M","47.10M","12.68M","N/A","N/A","Nov 22, 2010","4.51","1.45","1.45","2.52","4.65","1.40","4.24","5.52","54.08M","N/A","-1.83M","57.34%","5.63%","Dec 31","Jun 30, 2011","-0.11%","-1.63%","N/A","N/A","219.06M","488.46K","20.10%","471.28K","25.60","13,177","4.95","5.29","6.87","14.02","125665.65","-7.15"
"CACC","53.04","63.49","86.87","0.33","43,134","50,567","2.44%","3.51%","1.65B","26.01M","6.38M","N/A","N/A","Dec 21, 1994","16.99","6.42","6.42","15.10","0.22","3.39","9.90","3.66","409.55M","N/A","177.06M","43.23%","66.83%","Dec 31","Jun 30, 2011","12.49%","34.60%","10.73","211.52","5.74M","290.00K","N/A","259.30K","5.80","101,640","60.75","68.92","13.45","14.02","2979544.50","-0.57"
"CACH","3.62","5.10","6.44","2.56","25,199","17,122","5.81%","6.88%","65.56M","12.85M","6.58M","N/A","N/A","Jun 21, 2004","3.94","-1.35","-1.35","16.69","1.89","1.32","N/A","0.31","213.76M","-783.00K","-17.22M","-8.06%","-4.40%","Jan 1","Jul 2, 2011","-6.32%","-29.20%","2.73","2.88","24.32M","148.91K","1.70%","138.11K","5.40","12,829","5.00","5.13","2.60","14.02","49445.00","-11.42"
"CACI","43.05","47.63","66.49","0.57","614,717","593,844","8.57%","9.64%","1.45B","30.39M","28.31M","N/A","N/A","Dec 7, 2001","43.28","4.61","4.61","118.15","5.42","1.09","10.33","0.40","3.58B","306.84M","144.22M","4.03%","7.03%","Jun 30","Jun 30, 2011","6.88%","11.69%","1.79","31.30","164.82M","3.48M","N/A","3.80M","3.70","730,355","46.81","54.89","17.26","14.02","20338196.04","3.25"
"CADC","1.45","1.80","5.39","2.42","87,763","36,322","-40.59%","-39.52%","31.98M","17.76M","8.87M","N/A","N/A","N/A","4.22","0.94","0.94","6.88","0.87","0.43","1.91","0.27","119.55M","17.81M","17.21M","14.47%","11.86%","Jun 30","Mar 31, 2011","8.04%","26.96%","1.72","20.36","15.44M","124.05K","1.40%","155.04K","2.10","46,623","1.51","2.26","49.67","14.02","28520.88","35.65"
"CADX","5.80","6.55","10.00","1.34","338,066","235,867","-21.65%","-20.58%","416.67M","63.61M","38.71M","N/A","N/A","N/A","1.36","-1.27","-1.27","0.12","1.48","4.68","N/A","55.59","7.27M","-67.90M","-74.09M","N/A","-963.97%","Dec 31","Jun 30, 2011","-41.07%","-103.99%","4.13","33.66","94.13M","13.63M","93.20%","14.89M","33.30","289,889","6.46","5.83","-9.75","14.02","1321018.32","-23.77"
"CAE","9.35","9.63","13.64","1.45","35,660","33,733","-6.78%","-5.71%","2.48B","257.35M","254.65M","0.16","1.70%","N/A","3.57","0.67","0.67","6.39","0.68","2.74","14.37","1.53","1.64B","350.90M","170.64M","10.39%","15.48%","Mar 31","Jun 30, 2011","6.02%","16.41%","1.25","72.87","175.69M","139.80K","0.10%","149.92K","2.70","46,453","8.84","10.75","21.61","14.02","390913.64","7.59"
"CAF","none","22.47","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","165,344","20.99","22.94","9.29","14.02","6164721.02","-4.73"
"CAFE","none","38.35","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","N/A","N/A","none","none","none","none","none","none","none","none","none","5,700","36.66","37.05","1.06","14.02","32994.00","-12.95"
"CAG","21.02","23.62","26.60","0.71","5,149,680","6,755,720","8.45%","9.52%","9.75B","412.70M","411.26M","0.92","3.90%","Oct 2, 1997","11.46","1.76","1.76","29.75","2.65","2.06","13.43","0.78","12.57B","1.67B","768.40M","6.01%","10.36%","May 29","Aug 28, 2011","7.00%","15.98%","1.75","68.34","1.10B","7.35M","1.80%","6.41M","1.40","5,748,265","24.02","25.33","5.45","14.02","134572650.50","-8.56"
"CAH","31.83","41.72","47.06","0.87","3,473,250","3,846,870","24.72%","25.79%","14.38B","344.60M","343.88M","0.86","2.10%","Apr 23, 2001","16.66","2.72","2.72","294.45","5.96","2.51","15.34","0.14","102.64B","1.88B","966.20M","0.93%","1.53%","Jun 30","Jun 30, 2011","4.57%","17.37%","1.22","42.78","2.05B","5.24M","1.50%","5.24M","1.30","4,047,945","39.88","44.27","11.01","14.02","222960266.52","-3.01"
"CAJ","42.15","43.28","52.30","1.16","387,214","349,778","-4.92%","-3.85%","52.61B","1.22B","1.22B","1.42","3.30%","Aug 28, 2006","28.38","2.47","2.47","38.98","10.00","1.51","17.54","1.09","47.94B","8.21B","3.03B","6.33%","9.52%","Dec 31","Jun 30, 2011","5.43%","8.32%","2.40","0.64","12.15B","399.11K","N/A","346.48K","0.80","293,965","44.59","45.55","2.15","14.02","19285308.77","-11.86"
"CAK","0.63","0.72","3.97","2.25","325,475","238,667","-75.17%","-74.10%","111.01M","154.54M","58.09M","N/A","N/A","N/A","1.20","-1.66","-1.66","0.30","0.07","0.52","N/A","2.21","44.08M","-48.76M","-246.62M","N/A","-135.67%","Dec 31","Jun 30, 2011","-11.24%","-82.91%","1.17","13.46","11.23M","4.06M","6.90%","4.68M","11.20","315,883","0.50","1.11","122.00","14.02","227510.00","107.98"
"CAKE","24.30","26.49","34.07","1.85","1,265,690","1,205,990","0.72%","1.79%","1.49B","56.34M","52.35M","N/A","N/A","Dec 9, 2004","9.88","1.49","1.49","29.03","1.05","2.57","17.78","0.85","1.68B","198.15M","89.02M","5.29%","7.55%","Dec 28","Jun 28, 2011","7.84%","16.13%","0.82","9.46","58.93M","9.09M","N/A","8.43M","6.70","1,342,551","23.96","27.99","16.82","14.02","64858234.48","2.80"
"CALI","1.06","1.16","3.82","0.93","86,402","12,233","-58.72%","-57.65%","25.71M","22.16M","9.23M","N/A","N/A","N/A","2.39","0.48","0.48","18.93","0.32","0.49","2.43","0.07","356.15M","13.13M","8.98M","2.52%","3.57%","Dec 31","Jun 30, 2011","7.76%","23.28%","1.47","127.87","7.13M","4.64K","0.10%","10.56K","0.20","22,329","1.13","1.02","-9.73","14.02","10260.40","-23.75"
"CALL","18.21","20.96","33.90","1.15","36,089","49,067","-20.00%","-18.93%","228.80M","10.92M","5.91M","N/A","N/A","Jul 19, 2010","-0.62","-0.08","-0.08","1.37","3.78","N/A","N/A","1.87","122.68M","-5.24M","-6.93M","-5.65%","-6.56%","Dec 31","Jun 30, 2011","N/A","N/A","0.99","N/A","41.28M","323.37K","4.20%","287.08K","7.40","15,525","22.25","24.70","11.01","14.02","613076.50","-3.00"
"CALM","26.23","30.43","36.55","0.64","165,132","149,444","0.43%","1.50%","726.21M","23.86M","13.49M","0.41","1.30%","Apr 26, 2004","17.55","2.54","2.54","39.49","7.39","1.73","11.98","0.77","941.98M","115.76M","60.84M","6.46%","9.02%","May 28","May 28, 2011","8.35%","14.64%","3.30","21.05","176.43M","3.35M","30.80%","3.54M","19.30","213,340","30.71","33.32","8.50","14.02","5281567.22","-5.52"
"CALX","9.73","10.47","22.97","N/A","484,062","344,789","-19.65%","-18.58%","489.04M","46.71M","30.74M","N/A","N/A","N/A","6.01","-1.14","-1.14","8.22","0.59","1.66","N/A","1.39","336.62M","6.40M","-46.49M","-13.81%","-3.37%","Dec 31","Jun 25, 2011","-2.24%","-19.52%","1.92","N/A","27.57M","1.88M","5.80%","1.90M","3.50","243,974","7.20","8.71","20.97","14.02","3397305.60","6.96"
"CAM","40.99","43.74","63.16","1.58","4,107,730","3,675,140","3.97%","5.04%","10.72B","245.07M","241.83M","N/A","N/A","Dec 31, 2007","19.35","2.29","2.29","26.99","8.34","2.27","19.12","1.64","6.58B","1.05B","570.90M","8.68%","13.06%","Dec 31","Jun 30, 2011","6.56%","13.20%","2.40","41.22","2.04B","7.46M","3.10%","6.26M","1.50","2,818,952","40.12","49.14","22.48","14.02","134255923.08","8.47"
"CAMP","2.34","2.70","3.98","2.16","178,412","66,989","5.88%","6.95%","70.65M","26.17M","23.89M","N/A","N/A","Mar 25, 1996","0.71","-0.01","-0.01","4.49","0.17","3.83","N/A","0.58","122.54M","3.51M","-286.00K","-0.23%","0.74%","Feb 28","May 31, 2011","1.03%","-1.60%","1.23","53.37","4.34M","77.12K","N/A","65.20K","0.50","44,419","3.10","3.70","19.35","14.02","340659.00","5.34"
"CAMT","1.96","2.00","4.84","1.77","41,368","48,911","-20.00%","-18.93%","59.40M","29.70M","1.97M","N/A","N/A","N/A","1.99","0.25","0.25","3.59","0.42","1.03","7.87","0.57","105.60M","11.69M","7.93M","7.51%","8.87%","Dec 31","Jun 30, 2011","6.15%","14.47%","2.02","8.16","12.32M","30.13K","0.30%","36.03K","0.50","34,480","1.68","2.22","32.14","14.02","110754.00","18.13"
"CAP","10.94","11.30","28.57","1.78","153,798","110,756","-24.52%","-23.45%","218.03M","19.30M","12.26M","N/A","N/A","N/A","10.65","2.28","2.28","5.46","0.57","1.06","4.95","2.15","101.84M","62.14M","43.33M","42.55%","59.29%","Dec 31","Jun 30, 2011","6.24%","24.24%","0.51","203.67","11.06M","685.62K","7.10%","597.16K","4.00","110,903","10.85","15.61","43.87","14.02","2136940.05","29.85"
